start_time,end_time,duration_sec,max_lean_angle
2025-05-30 00:24:06.100,2025-05-30 00:26:17.400,131.3,34.703920572110924
2025-05-30 00:27:50.700,2025-05-30 00:29:04.100,73.4,27.97685453207186
