timestamp,ax (m/s^2),ay (m/s^2),az (m/s^2),wx (deg/s),wy (deg/s),wz (deg/s),roll (deg),pitch (deg),yaw (deg)
2025-05-30 00:20:31.333,7.646679687500001,-0.02392578125,5.991015625,1.46484375,80.322265625,32.470703125,-0.3680419921875,-50.5535888671875,-53.50341796875
2025-05-30 00:20:32.503,8.503222656250001,0.47373046875,4.6033203125,1.03759765625,-0.1220703125,-0.18310546875,-1.7523193359375,-61.7047119140625,-52.613525390625
2025-05-30 00:20:32.608,8.551074218750001,-0.35888671875,4.49326171875,-0.8544921875,-2.86865234375,-5.0048828125,-1.9830322265625,-62.0782470703125,-53.06396484375
2025-05-30 00:20:32.743,8.646777343750001,-0.41630859375,4.5506835937500005,6.53076171875,-9.27734375,0.30517578125,-0.1922607421875,-62.20458984375,-54.8602294921875
2025-05-30 00:20:33.313,8.9673828125,0.2009765625,4.1630859375,-8.85009765625,-2.25830078125,1.5869140625,0.1318359375,-64.3194580078125,-54.8052978515625
2025-05-30 00:20:33.418,9.144433593750001,-0.11484375000000001,4.29228515625,-10.92529296875,2.0751953125,1.8310546875,-1.373291015625,-64.5281982421875,-54.305419921875
2025-05-30 00:20:33.538,8.72333984375,-0.31103515625,4.30185546875,7.01904296875,4.0283203125,1.46484375,-1.812744140625,-64.302978515625,-54.0252685546875
2025-05-30 00:20:33.643,8.77119140625,-0.014355468750000001,4.38798828125,7.38525390625,0.67138671875,5.37109375,-1.8402099609375,-64.1326904296875,-53.4539794921875
2025-05-30 00:20:33.747,8.833398437500001,0.2966796875,4.2635742187500005,1.3427734375,1.953125,0.3662109375,-2.0269775390625,-63.91845703125,-52.635498046875
2025-05-30 00:20:33.868,8.8046875,0.028710937500000002,4.3162109375,-3.84521484375,0.9765625,-1.28173828125,-1.900634765625,-63.7811279296875,-52.93212890625
2025-05-30 00:20:34.798,8.833398437500001,-0.02392578125,4.320996093750001,0.18310546875,-0.30517578125,-0.1220703125,-2.3675537109375,-63.995361328125,-52.591552734375
2025-05-30 00:20:34.918,8.86689453125,-0.057421875000000004,4.28271484375,-0.54931640625,-0.67138671875,0.06103515625,-2.4005126953125,-64.05029296875,-52.5750732421875
2025-05-30 00:20:35.038,8.84775390625,-0.06699218750000001,4.2635742187500005,-0.8544921875,-0.8544921875,-0.1220703125,-2.4334716796875,-64.1326904296875,-52.5860595703125
2025-05-30 00:20:35.158,8.86689453125,-0.06699218750000001,4.268359375,-0.18310546875,-1.28173828125,-0.48828125,-2.4334716796875,-64.2425537109375,-52.6300048828125
2025-05-30 00:20:35.278,8.881250000000001,-0.033496093750000004,4.2875000000000005,0.54931640625,-1.3427734375,0.0,-2.3345947265625,-64.324951171875,-52.7069091796875
2025-05-30 00:20:35.398,8.87646484375,0.04306640625,4.2157226562500005,-0.48828125,-1.40380859375,0.0,-2.3291015625,-64.434814453125,-52.6959228515625
2025-05-30 00:20:35.517,8.900390625,-0.052636718750000006,4.2109375,-0.30517578125,-1.220703125,0.06103515625,-2.384033203125,-64.6051025390625,-52.6959228515625
2025-05-30 00:20:35.638,8.881250000000001,-0.028710937500000002,4.1678710937500005,-0.3662109375,-0.3662109375,0.30517578125,-2.4774169921875,-64.6875,-52.657470703125
2025-05-30 00:20:35.758,8.91474609375,-0.033496093750000004,4.2109375,-0.42724609375,-1.0986328125,0.3662109375,-2.57080078125,-64.7918701171875,-52.6190185546875
2025-05-30 00:20:35.878,8.92431640625,-0.057421875000000004,4.1439453125000005,-0.732421875,-0.3662109375,0.0,-2.669677734375,-64.874267578125,-52.6080322265625
2025-05-30 00:20:35.998,8.91474609375,-0.057421875000000004,4.17265625,-0.1220703125,-0.18310546875,-0.1220703125,-2.6861572265625,-64.9346923828125,-52.6629638671875
2025-05-30 00:20:36.133,8.933886718750001,-0.057421875000000004,4.177441406250001,-0.244140625,0.0,-0.244140625,-2.6641845703125,-64.9566650390625,-52.7178955078125
2025-05-30 00:20:36.238,8.91474609375,-0.0478515625,4.177441406250001,0.0,-0.244140625,-0.18310546875,-2.6092529296875,-64.9896240234375,-52.8167724609375
2025-05-30 00:20:36.373,8.91474609375,-0.014355468750000001,4.15830078125,0.48828125,-0.30517578125,0.0,-2.548828125,-65.028076171875,-52.855224609375
