timestamp,ax (m/s^2),ay (m/s^2),az (m/s^2),wx (deg/s),wy (deg/s),wz (deg/s),roll (deg),pitch (deg),yaw (deg)
2025-05-30 00:07:09.627,9.149218750000001,0.19619140625,3.5505859375,-0.244140625,-0.06103515625,0.42724609375,0.7965087890625,-68.7139892578125,-91.7303466796875
2025-05-30 00:07:09.950,9.173144531250001,0.19619140625,3.57451171875,-0.9765625,-0.48828125,0.0,0.4833984375,-68.90625,-91.7633056640625
2025-05-30 00:07:10.062,9.168359375000001,0.0861328125,3.52666015625,-0.18310546875,-0.79345703125,-0.30517578125,0.516357421875,-68.994140625,-91.95556640625
2025-05-30 00:07:10.272,9.1779296875,0.172265625,3.521875,0.244140625,-0.18310546875,-0.06103515625,0.4229736328125,-69.0655517578125,-91.988525390625
2025-05-30 00:07:10.392,9.173144531250001,0.12919921875,3.502734375,-0.732421875,0.06103515625,-0.244140625,0.4779052734375,-69.093017578125,-92.164306640625
2025-05-30 00:07:10.512,9.192285156250001,0.13876953125000002,3.502734375,-1.03759765625,0.18310546875,-0.6103515625,0.4779052734375,-69.0985107421875,-92.3291015625
2025-05-30 00:07:10.632,9.16357421875,0.1244140625,3.4835937500000003,0.732421875,0.0,-0.3662109375,0.6317138671875,-69.093017578125,-92.5982666015625
2025-05-30 00:07:10.752,9.1875,0.23447265625000002,3.5601562500000004,-1.03759765625,0.3662109375,-0.54931640625,0.736083984375,-69.0765380859375,-92.7630615234375
2025-05-30 00:07:10.872,9.168359375000001,0.13398437500000002,3.5123046875000004,-0.48828125,0.244140625,-0.91552734375,0.8953857421875,-69.0435791015625,-93.05419921875
2025-05-30 00:07:11.202,9.125292968750001,0.20576171875000002,3.5123046875000004,-0.244140625,0.18310546875,0.18310546875,0.9613037109375,-68.9447021484375,-93.2904052734375
2025-05-30 00:07:11.322,9.173144531250001,0.153125,3.54580078125,-0.6103515625,-0.67138671875,0.244140625,0.8624267578125,-68.9776611328125,-93.2794189453125
2025-05-30 00:07:11.442,9.173144531250001,0.12919921875,3.5410156250000004,0.48828125,-1.15966796875,0.3662109375,0.7855224609375,-69.071044921875,-93.2464599609375
2025-05-30 00:07:11.757,9.197070312500001,0.16748046875,3.49794921875,0.06103515625,-0.18310546875,-0.1220703125,0.8404541015625,-69.23583984375,-93.251953125
2025-05-30 00:07:11.967,9.1875,0.16748046875,3.4931640625000004,0.244140625,0.0,-0.1220703125,0.9283447265625,-69.3017578125,-93.350830078125
2025-05-30 00:07:12.087,9.168359375000001,0.19140625,3.4596679687500003,-0.42724609375,-0.30517578125,-0.30517578125,0.98876953125,-69.334716796875,-93.4332275390625
2025-05-30 00:07:12.207,9.20185546875,0.18183593750000002,3.47880859375,-0.18310546875,-0.732421875,-0.06103515625,1.065673828125,-69.4281005859375,-93.5650634765625
2025-05-30 00:07:12.417,9.206640625,0.2009765625,3.4213867187500004,-0.1220703125,-0.18310546875,-0.06103515625,1.087646484375,-69.5269775390625,-93.6309814453125
2025-05-30 00:07:12.522,9.206640625,0.20576171875000002,3.4213867187500004,-0.18310546875,-0.30517578125,-0.06103515625,1.1260986328125,-69.58740234375,-93.680419921875
2025-05-30 00:07:12.732,9.20185546875,0.19140625,3.4213867187500004,-0.6103515625,-0.48828125,0.0,1.12060546875,-69.6533203125,-93.7518310546875
2025-05-30 00:07:12.852,9.20185546875,0.19140625,3.40224609375,0.0,0.6103515625,0.0,1.087646484375,-69.6533203125,-93.768310546875
2025-05-30 00:07:12.972,9.22578125,0.18183593750000002,3.4357421875000003,-0.18310546875,0.48828125,0.0,1.087646484375,-69.609375,-93.7738037109375
2025-05-30 00:07:13.092,9.21142578125,0.16269531250000002,3.4644531250000004,-0.79345703125,0.91552734375,-0.3662109375,1.065673828125,-69.54345703125,-93.7847900390625
2025-05-30 00:07:13.212,9.1779296875,0.16748046875,3.4357421875000003,-0.6103515625,0.6103515625,0.0,1.03271484375,-69.4500732421875,-93.84521484375
2025-05-30 00:07:13.332,9.192285156250001,0.18662109375000002,3.4548828125,-0.42724609375,0.42724609375,0.0,0.9613037109375,-69.3731689453125,-93.8287353515625
2025-05-30 00:07:13.452,9.192285156250001,0.17705078125,3.4740234375,-1.0986328125,-0.1220703125,0.06103515625,0.87890625,-69.334716796875,-93.8507080078125
2025-05-30 00:07:13.587,9.18271484375,0.16269531250000002,3.4883789062500004,-0.67138671875,0.6103515625,0.42724609375,0.6866455078125,-69.3017578125,-93.7957763671875
2025-05-30 00:07:13.692,9.1779296875,0.1244140625,3.502734375,-1.220703125,0.244140625,0.30517578125,0.516357421875,-69.2742919921875,-93.724365234375
2025-05-30 00:07:13.812,9.1779296875,0.1435546875,3.4596679687500003,-0.3662109375,-0.1220703125,0.42724609375,0.252685546875,-69.2138671875,-93.5430908203125
2025-05-30 00:07:14.142,9.18271484375,0.1435546875,3.4692382812500004,0.79345703125,-0.67138671875,0.0,0.2142333984375,-69.400634765625,-93.44970703125
2025-05-30 00:07:14.277,9.197070312500001,0.13398437500000002,3.4883789062500004,0.42724609375,-1.5869140625,0.06103515625,0.3131103515625,-69.5489501953125,-93.4771728515625
2025-05-30 00:07:14.382,9.21142578125,0.153125,3.4692382812500004,0.0,-1.5869140625,0.3662109375,0.296630859375,-69.697265625,-93.4332275390625
2025-05-30 00:07:14.502,9.1875,0.11962890625000001,3.4357421875000003,-1.77001953125,-1.64794921875,0.8544921875,0.0274658203125,-69.8455810546875,-93.2684326171875
