start_time,end_time,duration_sec,max_lean_angle
2025-05-30 00:07:16.600,2025-05-30 00:07:27.600,11.0,30.287955599148784
2025-05-30 00:08:09.800,2025-05-30 00:08:34.400,24.6,29.8185397610806
