quarter,total_events,max_lean,avg_lean_angle,quarter_score
Q1,1,30.287955599148784,30.287955599148784,44.56806660127682
Q2,0,0.0,0.0,100.0
Q3,1,29.8185397610806,29.8185397610806,45.27219035837909
Q4,0,0.0,0.0,100.0
