quarter,slouched_pct,peak_flexion,avg_deviation,deviation_count,quarter_score
Q1,60.35598705501618,55.933963941491164,39.34312104761968,373.0,3.7064059962619442
Q2,25.426621160409557,15.614497972571336,12.849487261885859,149.0,57.150512738114145
Q3,79.12457912457913,51.413089918053664,40.130259497092894,470.0,6.440182561459752
Q4,86.522462562396,58.515751050866164,44.34507219687751,520.0,1.1131867118503767
Total,62.85741247560021,45.36932572074558,34.16698500086899,378.0,16.806020708571825
