quarter,total_events,max_lean,avg_lean_angle,quarter_score
Q1,2,56.84462024319557,54.575943485383064,4.733069635206642
Q2,0,0.0,0.0,100.0
Q3,1,47.28102161038306,47.28102161038306,19.078467584425415
Q4,0,0.0,0.0,100.0
