timestamp,lean angle (neck - pelvis)
2025-05-29 23:24:20.664,6.08642578125
2025-05-29 23:24:20.759,5.921630859375
2025-05-29 23:24:20.802,5.7568359375
2025-05-29 23:24:20.835,6.8829345703125
2025-05-29 23:24:20.873,6.7620849609375
2025-05-29 23:24:20.905,6.4874267578125
2025-05-29 23:24:20.936,7.3114013671875
2025-05-29 23:24:20.967,7.0587158203125
2025-05-29 23:24:21.001,6.8060302734375
2025-05-29 23:24:21.035,6.5863037109375
2025-05-29 23:24:21.065,6.8060302734375
2025-05-29 23:24:21.094,6.6412353515625
2025-05-29 23:24:21.125,6.5423583984375
2025-05-29 23:24:21.155,5.943603515625
2025-05-29 23:24:21.187,5.82275390625
2025-05-29 23:24:21.218,5.625
2025-05-29 23:24:21.250,5.5206298828125
2025-05-29 23:24:21.282,4.74609375
2025-05-29 23:24:21.315,4.647216796875
2025-05-29 23:24:21.347,4.4989013671875
2025-05-29 23:24:21.380,3.7628173828125
2025-05-29 23:24:21.413,3.6639404296875
2025-05-29 23:24:21.445,3.603515625
2025-05-29 23:24:21.475,3.570556640625
2025-05-29 23:24:21.503,3.40576171875
2025-05-29 23:24:21.533,3.438720703125
2025-05-29 23:24:21.563,3.5760498046875
2025-05-29 23:24:21.593,4.0814208984375
2025-05-29 23:24:21.623,4.2242431640625
2025-05-29 23:24:21.653,4.4384765625
2025-05-29 23:24:21.684,4.59228515625
2025-05-29 23:24:21.714,5.7513427734375
2025-05-29 23:24:21.744,5.9326171875
2025-05-29 23:24:21.775,6.240234375
2025-05-29 23:24:21.806,6.800537109375
2025-05-29 23:24:21.839,7.1575927734375
2025-05-29 23:24:21.873,7.371826171875
2025-05-29 23:24:21.913,7.5311279296875
2025-05-29 23:24:21.951,7.0477294921875
2025-05-29 23:24:21.986,7.1795654296875
2025-05-29 23:24:22.020,7.2674560546875
2025-05-29 23:24:22.052,6.87744140625
2025-05-29 23:24:22.084,6.976318359375
2025-05-29 23:24:22.116,7.1466064453125
2025-05-29 23:24:22.148,7.40478515625
2025-05-29 23:24:22.182,7.8277587890625
2025-05-29 23:24:22.211,7.9595947265625
2025-05-29 23:24:22.239,7.8607177734375
2025-05-29 23:24:22.268,8.250732421875
2025-05-29 23:24:22.296,8.118896484375
2025-05-29 23:24:22.326,7.9486083984375
2025-05-29 23:24:22.355,7.84423828125
2025-05-29 23:24:22.385,8.031005859375
2025-05-29 23:24:22.414,7.8717041015625
2025-05-29 23:24:22.443,7.7947998046875
2025-05-29 23:24:22.472,8.316650390625
2025-05-29 23:24:22.501,8.2012939453125
2025-05-29 23:24:22.531,8.0584716796875
2025-05-29 23:24:22.560,8.02001953125
2025-05-29 23:24:22.590,8.316650390625
2025-05-29 23:24:22.621,8.031005859375
2025-05-29 23:24:22.652,7.6849365234375
2025-05-29 23:24:22.684,7.470703125
2025-05-29 23:24:22.715,7.283935546875
2025-05-29 23:24:22.745,7.2784423828125
2025-05-29 23:24:22.775,7.349853515625
2025-05-29 23:24:22.805,7.0806884765625
2025-05-29 23:24:22.835,7.174072265625
2025-05-29 23:24:22.866,7.1356201171875
2025-05-29 23:24:22.896,7.4212646484375
2025-05-29 23:24:22.927,7.437744140625
2025-05-29 23:24:22.957,7.4432373046875
2025-05-29 23:24:22.990,7.49267578125
2025-05-29 23:24:23.022,7.6959228515625
2025-05-29 23:24:23.053,7.7508544921875
2025-05-29 23:24:23.085,7.8057861328125
2025-05-29 23:24:23.115,7.998046875
2025-05-29 23:24:23.146,8.0419921875
2025-05-29 23:24:23.177,8.0859375
2025-05-29 23:24:23.208,8.1134033203125
2025-05-29 23:24:23.239,8.1024169921875
2025-05-29 23:24:23.271,8.096923828125
2025-05-29 23:24:23.303,8.1134033203125
2025-05-29 23:24:23.335,8.0859375
2025-05-29 23:24:23.367,8.1243896484375
2025-05-29 23:24:23.399,8.228759765625
2025-05-29 23:24:23.430,8.3880615234375
2025-05-29 23:24:23.463,8.23974609375
2025-05-29 23:24:23.495,8.360595703125
2025-05-29 23:24:23.526,8.4649658203125
2025-05-29 23:24:23.559,8.3111572265625
2025-05-29 23:24:23.587,8.3935546875
2025-05-29 23:24:23.615,8.4759521484375
2025-05-29 23:24:23.643,8.5528564453125
2025-05-29 23:24:23.672,8.426513671875
2025-05-29 23:24:23.701,8.5198974609375
2025-05-29 23:24:23.730,8.6077880859375
2025-05-29 23:24:23.758,8.41552734375
2025-05-29 23:24:23.786,8.50341796875
2025-05-29 23:24:23.814,8.59130859375
2025-05-29 23:24:23.842,8.63525390625
2025-05-29 23:24:23.872,8.382568359375
2025-05-29 23:24:23.901,8.4210205078125
2025-05-29 23:24:23.931,8.4429931640625
2025-05-29 23:24:23.960,8.15185546875
2025-05-29 23:24:23.990,8.1573486328125
2025-05-29 23:24:24.019,8.162841796875
2025-05-29 23:24:24.049,8.173828125
2025-05-29 23:24:24.077,7.9595947265625
2025-05-29 23:24:24.107,7.965087890625
2025-05-29 23:24:24.135,7.9705810546875
2025-05-29 23:24:24.163,7.7783203125
2025-05-29 23:24:24.192,7.767333984375
2025-05-29 23:24:24.221,7.7618408203125
2025-05-29 23:24:24.249,7.7508544921875
2025-05-29 23:24:24.279,7.55859375
2025-05-29 23:24:24.309,7.547607421875
2025-05-29 23:24:24.339,7.5421142578125
2025-05-29 23:24:24.367,7.3223876953125
2025-05-29 23:24:24.397,7.3223876953125
2025-05-29 23:24:24.427,7.3388671875
2025-05-29 23:24:24.456,7.36083984375
2025-05-29 23:24:24.486,7.20703125
2025-05-29 23:24:24.517,7.20703125
2025-05-29 23:24:24.547,7.218017578125
2025-05-29 23:24:24.576,7.0751953125
2025-05-29 23:24:24.607,7.1026611328125
2025-05-29 23:24:24.637,7.119140625
2025-05-29 23:24:24.669,7.14111328125
2025-05-29 23:24:24.701,7.0367431640625
2025-05-29 23:24:24.731,7.064208984375
2025-05-29 23:24:24.760,7.0916748046875
2025-05-29 23:24:24.790,7.020263671875
2025-05-29 23:24:24.820,7.0367431640625
2025-05-29 23:24:24.849,7.0587158203125
2025-05-29 23:24:24.879,7.0751953125
2025-05-29 23:24:24.909,7.0257568359375
2025-05-29 23:24:24.938,7.042236328125
2025-05-29 23:24:24.968,7.05322265625
2025-05-29 23:24:24.998,7.00927734375
2025-05-29 23:24:25.029,7.0257568359375
2025-05-29 23:24:25.060,7.042236328125
2025-05-29 23:24:25.090,7.0697021484375
2025-05-29 23:24:25.121,7.108154296875
2025-05-29 23:24:25.151,7.108154296875
2025-05-29 23:24:25.181,7.1356201171875
2025-05-29 23:24:25.212,7.1685791015625
2025-05-29 23:24:25.243,7.1905517578125
2025-05-29 23:24:25.274,7.20703125
2025-05-29 23:24:25.304,7.20703125
2025-05-29 23:24:25.335,7.2125244140625
2025-05-29 23:24:25.365,7.218017578125
2025-05-29 23:24:25.396,7.22900390625
2025-05-29 23:24:25.426,7.218017578125
2025-05-29 23:24:25.456,7.2344970703125
2025-05-29 23:24:25.486,7.2344970703125
2025-05-29 23:24:25.517,7.239990234375
2025-05-29 23:24:25.548,7.2509765625
2025-05-29 23:24:25.578,7.2454833984375
2025-05-29 23:24:25.609,7.2509765625
2025-05-29 23:24:25.641,7.261962890625
2025-05-29 23:24:25.672,7.2674560546875
2025-05-29 23:24:25.704,7.27294921875
2025-05-29 23:24:25.736,7.2674560546875
2025-05-29 23:24:25.767,7.2894287109375
2025-05-29 23:24:25.798,7.27294921875
2025-05-29 23:24:25.831,7.2674560546875
2025-05-29 23:24:25.862,7.40478515625
2025-05-29 23:24:25.894,7.3992919921875
2025-05-29 23:24:25.926,7.3883056640625
2025-05-29 23:24:25.957,7.3828125
2025-05-29 23:24:25.988,7.49267578125
2025-05-29 23:24:26.021,7.481689453125
2025-05-29 23:24:26.052,7.470703125
2025-05-29 23:24:26.083,7.5311279296875
2025-05-29 23:24:26.116,7.5311279296875
2025-05-29 23:24:26.146,7.547607421875
2025-05-29 23:24:26.177,7.5640869140625
2025-05-29 23:24:26.209,7.5640869140625
2025-05-29 23:24:26.241,7.5860595703125
2025-05-29 23:24:26.273,7.6025390625
2025-05-29 23:24:26.304,7.613525390625
2025-05-29 23:24:26.335,7.6190185546875
2025-05-29 23:24:26.366,7.635498046875
2025-05-29 23:24:26.396,7.657470703125
2025-05-29 23:24:26.428,7.6519775390625
2025-05-29 23:24:26.458,7.6849365234375
2025-05-29 23:24:26.488,7.7069091796875
2025-05-29 23:24:26.519,7.71240234375
2025-05-29 23:24:26.550,7.7288818359375
2025-05-29 23:24:26.580,7.7508544921875
2025-05-29 23:24:26.611,7.7728271484375
2025-05-29 23:24:26.642,7.7783203125
2025-05-29 23:24:26.673,7.80029296875
2025-05-29 23:24:26.703,7.822265625
2025-05-29 23:24:26.734,7.84423828125
2025-05-29 23:24:26.765,7.8607177734375
2025-05-29 23:24:26.796,7.8717041015625
2025-05-29 23:24:26.829,7.8936767578125
2025-05-29 23:24:26.861,7.91015625
2025-05-29 23:24:26.892,7.93212890625
2025-05-29 23:24:26.922,7.9376220703125
2025-05-29 23:24:26.954,7.9266357421875
2025-05-29 23:24:26.986,7.9376220703125
2025-05-29 23:24:27.017,7.943115234375
2025-05-29 23:24:27.049,7.9541015625
2025-05-29 23:24:27.080,7.9376220703125
2025-05-29 23:24:27.112,7.9486083984375
2025-05-29 23:24:27.143,7.9541015625
2025-05-29 23:24:27.176,7.9486083984375
2025-05-29 23:24:27.208,7.9046630859375
2025-05-29 23:24:27.241,7.899169921875
2025-05-29 23:24:27.273,7.8936767578125
2025-05-29 23:24:27.304,7.8717041015625
2025-05-29 23:24:27.337,7.8607177734375
2025-05-29 23:24:27.368,7.8607177734375
2025-05-29 23:24:27.399,7.8662109375
2025-05-29 23:24:27.431,7.8607177734375
2025-05-29 23:24:27.463,7.8662109375
2025-05-29 23:24:27.495,7.8662109375
2025-05-29 23:24:27.530,7.8826904296875
2025-05-29 23:24:27.563,7.8826904296875
2025-05-29 23:24:27.595,7.88818359375
2025-05-29 23:24:27.627,7.88818359375
2025-05-29 23:24:27.659,7.9046630859375
2025-05-29 23:24:27.693,7.921142578125
2025-05-29 23:24:27.722,7.93212890625
2025-05-29 23:24:27.751,7.943115234375
2025-05-29 23:24:27.779,7.9595947265625
2025-05-29 23:24:27.807,7.97607421875
2025-05-29 23:24:27.835,7.998046875
2025-05-29 23:24:27.863,8.0145263671875
2025-05-29 23:24:27.892,8.0364990234375
2025-05-29 23:24:27.921,8.052978515625
2025-05-29 23:24:27.950,8.0694580078125
2025-05-29 23:24:27.978,8.0859375
2025-05-29 23:24:28.007,8.0914306640625
2025-05-29 23:24:28.036,8.1024169921875
2025-05-29 23:24:28.064,8.140869140625
2025-05-29 23:24:28.092,8.162841796875
2025-05-29 23:24:28.120,8.1683349609375
