quarter,total_events,max_lean,avg_lean_angle,quarter_score
Q1,1,71.4362265846946,71.4362265846946,0.0
Q2,0,0.0,0.0,100.0
Q3,0,0.0,0.0,100.0
Q4,1,21.59674904563209,21.59674904563209,57.60487643155186
