start_time,end_time,duration_sec,max_lean_angle
2025-05-29 22:40:41.744,2025-05-29 22:41:10.546,258,71.4362265846946
2025-05-29 22:43:32.703,2025-05-29 22:43:43.008,-1615,21.596749045632095
