quarter,slouched_pct,peak_flexion,avg_deviation,deviation_count,quarter_score
Q1,48.73096446700507,66.19665916929853,41.766155324083684,192.0,0.0
Q2,51.39664804469274,65.09802635679853,46.27076327218071,184.0,0.0
Q3,67.6300578034682,47.13537987242353,35.93087588674021,234.0,13.717589208942144
Q4,34.20289855072464,47.31665428648603,36.07815268922702,118.0,13.434356595908461
Total,50.49014221647266,56.43667992125165,40.011486793057905,182.0,2.6724900590612606
