quarter,total_events,max_lean,avg_lean_angle,quarter_score
Q1,1,66.19665916929853,66.19665916929853,0.0
Q2,1,65.09802635679853,65.09802635679853,0.0
Q3,1,47.13537987242353,47.13537987242353,19.29693019136471
Q4,1,47.31665428648603,47.31665428648603,19.02501857027096
