time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)	Relative_Angle_deg	Slouch_Flag
2025-5-20 11:27:32.137	WT901BLE68(76B4B30218CB)	-0.035	0.592	0.724	-71.716	-10.742	10.925	42.73	1.52	-34.62	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.137	WT901BLE68(76B4B30218CB)	-0.044	0.592	0.724	-71.716	-10.742	10.925	42.38	1.44	-34.62	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.137	WT901BLE68(76B4B30218CB)	-0.044	0.589	0.742	-70.129	-12.695	8.545	42.04	1.37	-34.63	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.137	WT901BLE68(76B4B30218CB)	-0.044	0.589	0.742	-70.129	-12.695	8.545	41.7	1.3	-34.65	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.200	WT901BLE68(76B4B30218CB)	-0.044	0.589	0.742	-70.129	-12.695	8.545	41.37	1.22	-34.66	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.200	WT901BLE68(76B4B30218CB)	-0.025	0.589	0.742	-70.129	-12.695	8.545	41.03	1.15	-34.68	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.200	WT901BLE68(76B4B30218CB)	-0.025	0.568	0.755	-68.848	-12.024	9.216	40.7	1.08	-34.69	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.200	WT901BLE68(76B4B30218CB)	-0.025	0.568	0.755	-68.848	-12.024	9.216	40.37	1.01	-34.7	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.200	WT901BLE68(76B4B30218CB)	-0.025	0.568	0.755	-68.848	-12.024	9.216	40.04	0.94	-34.71	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.200	WT901BLE68(76B4B30218CB)	-0.004	0.568	0.755	-68.848	-12.024	9.216	39.7	0.87	-34.72	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.200	WT901BLE68(76B4B30218CB)	-0.004	0.555	0.783	-66.956	-10.01	12.085	39.39	0.8	-34.71	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.200	WT901BLE68(76B4B30218CB)	-0.004	0.555	0.783	-66.956	-10.01	12.085	39.06	0.73	-34.71	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.230	WT901BLE68(76B4B30218CB)	-0.004	0.555	0.783	-66.956	-10.01	12.085	38.74	0.65	-34.7	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.230	WT901BLE68(76B4B30218CB)	0.003	0.555	0.783	-66.956	-10.01	12.085	38.42	0.58	-34.69	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.230	WT901BLE68(76B4B30218CB)	0.003	0.524	0.793	-64.331	-9.277	12.634	38.11	0.51	-34.68	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.230	WT901BLE68(76B4B30218CB)	0.003	0.524	0.793	-64.331	-9.277	12.634	37.8	0.43	-34.66	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.230	WT901BLE68(76B4B30218CB)	0.003	0.524	0.793	-64.331	-9.277	12.634	37.49	0.36	-34.65	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.230	WT901BLE68(76B4B30218CB)	-0.006	0.524	0.793	-64.331	-9.277	12.634	37.17	0.29	-34.63	-15.817	-27.567	-56.058	0.81207	0.50412	-0.10831	-0.27301	24.4	13113	100	53.85352105434618	1
2025-5-20 11:27:32.230	WT901BLE68(76B4B30218CB)	-0.006	0.519	0.803	-62.866	-9.033	11.414	36.87	0.23	-34.63	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.230	WT901BLE68(76B4B30218CB)	-0.006	0.519	0.803	-62.866	-9.033	11.414	36.57	0.16	-34.62	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.259	WT901BLE68(76B4B30218CB)	-0.006	0.519	0.803	-62.866	-9.033	11.414	36.26	0.09	-34.61	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.259	WT901BLE68(76B4B30218CB)	-0.0	0.519	0.803	-62.866	-9.033	11.414	35.96	0.03	-34.6	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.259	WT901BLE68(76B4B30218CB)	-0.0	0.505	0.818	-61.34	-8.057	10.864	35.66	-0.03	-34.59	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.259	WT901BLE68(76B4B30218CB)	-0.0	0.505	0.818	-61.34	-8.057	10.864	35.36	-0.09	-34.58	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.259	WT901BLE68(76B4B30218CB)	-0.0	0.505	0.818	-61.34	-8.057	10.864	35.07	-0.15	-34.57	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.259	WT901BLE68(76B4B30218CB)	0.005	0.505	0.818	-61.34	-8.057	10.864	34.77	-0.21	-34.56	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.259	WT901BLE68(76B4B30218CB)	0.005	0.48	0.836	-60.303	-6.348	10.498	34.48	-0.26	-34.55	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.259	WT901BLE68(76B4B30218CB)	0.005	0.48	0.836	-60.303	-6.348	10.498	34.18	-0.31	-34.54	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.316	WT901BLE68(76B4B30218CB)	0.005	0.48	0.836	-60.303	-6.348	10.498	33.89	-0.37	-34.52	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.316	WT901BLE68(76B4B30218CB)	0.005	0.48	0.836	-60.303	-6.348	10.498	33.6	-0.42	-34.51	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.316	WT901BLE68(76B4B30218CB)	0.005	0.452	0.845	-59.631	-7.019	9.766	33.31	-0.47	-34.51	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.316	WT901BLE68(76B4B30218CB)	0.005	0.452	0.845	-59.631	-7.019	9.766	33.01	-0.53	-34.5	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.316	WT901BLE68(76B4B30218CB)	0.005	0.452	0.845	-59.631	-7.019	9.766	32.72	-0.58	-34.5	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.316	WT901BLE68(76B4B30218CB)	0.003	0.452	0.845	-59.631	-7.019	9.766	32.43	-0.63	-34.49	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.317	WT901BLE68(76B4B30218CB)	0.003	0.44	0.855	-58.594	-8.728	8.911	32.15	-0.69	-34.5	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.317	WT901BLE68(76B4B30218CB)	0.003	0.44	0.855	-58.594	-8.728	8.911	31.86	-0.75	-34.5	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.354	WT901BLE68(76B4B30218CB)	0.003	0.44	0.855	-58.594	-8.728	8.911	31.57	-0.8	-34.51	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.354	WT901BLE68(76B4B30218CB)	0.003	0.44	0.855	-58.594	-8.728	8.911	31.28	-0.86	-34.51	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.354	WT901BLE68(76B4B30218CB)	0.003	0.441	0.876	-58.96	-8.789	8.24	31.0	-0.91	-34.52	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.354	WT901BLE68(76B4B30218CB)	0.003	0.441	0.876	-58.96	-8.789	8.24	30.71	-0.97	-34.53	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.354	WT901BLE68(76B4B30218CB)	0.003	0.441	0.876	-58.96	-8.789	8.24	30.42	-1.02	-34.54	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.354	WT901BLE68(76B4B30218CB)	0.018	0.441	0.876	-58.96	-8.789	8.24	30.13	-1.08	-34.55	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.354	WT901BLE68(76B4B30218CB)	0.018	0.418	0.889	-58.777	-8.972	8.301	29.84	-1.13	-34.56	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.354	WT901BLE68(76B4B30218CB)	0.018	0.418	0.889	-58.777	-8.972	8.301	29.55	-1.19	-34.57	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	54.5403160695215	1
2025-5-20 11:27:32.377	WT901BLE68(76B4B30218CB)	0.018	0.418	0.889	-58.777	-8.972	8.301	29.27	-1.25	-34.57	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.377	WT901BLE68(76B4B30218CB)	0.029	0.418	0.889	-58.777	-8.972	8.301	28.98	-1.3	-34.58	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.377	WT901BLE68(76B4B30218CB)	0.029	0.392	0.894	-57.983	-10.864	8.667	28.69	-1.37	-34.6	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.377	WT901BLE68(76B4B30218CB)	0.029	0.392	0.894	-57.983	-10.864	8.667	28.41	-1.43	-34.61	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.377	WT901BLE68(76B4B30218CB)	0.029	0.392	0.894	-57.983	-10.864	8.667	28.12	-1.49	-34.63	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.377	WT901BLE68(76B4B30218CB)	0.026	0.392	0.894	-57.983	-10.864	8.667	27.84	-1.56	-34.64	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.377	WT901BLE68(76B4B30218CB)	0.026	0.379	0.916	-57.007	-11.047	8.423	27.56	-1.63	-34.66	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.377	WT901BLE68(76B4B30218CB)	0.026	0.379	0.916	-57.007	-11.047	8.423	27.27	-1.69	-34.67	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.438	WT901BLE68(76B4B30218CB)	0.026	0.379	0.916	-57.007	-11.047	8.423	26.99	-1.75	-34.68	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.438	WT901BLE68(76B4B30218CB)	0.036	0.379	0.916	-57.007	-11.047	8.423	26.71	-1.82	-34.7	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.438	WT901BLE68(76B4B30218CB)	0.036	0.376	0.928	-55.908	-10.925	7.996	26.44	-1.88	-34.72	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.438	WT901BLE68(76B4B30218CB)	0.036	0.376	0.928	-55.908	-10.925	7.996	26.16	-1.94	-34.73	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.438	WT901BLE68(76B4B30218CB)	0.036	0.376	0.928	-55.908	-10.925	7.996	25.89	-2.01	-34.75	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.438	WT901BLE68(76B4B30218CB)	0.036	0.376	0.928	-55.908	-10.925	7.996	25.61	-2.07	-34.77	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.438	WT901BLE68(76B4B30218CB)	0.036	0.362	0.929	-54.626	-10.498	8.057	25.34	-2.13	-34.78	-15.817	-27.567	-56.058	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.438	WT901BLE68(76B4B30218CB)	0.036	0.362	0.929	-54.626	-10.498	8.057	25.07	-2.2	-34.79	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.468	WT901BLE68(76B4B30218CB)	0.036	0.362	0.929	-54.626	-10.498	8.057	24.8	-2.26	-34.81	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.468	WT901BLE68(76B4B30218CB)	0.053	0.362	0.929	-54.626	-10.498	8.057	24.53	-2.32	-34.83	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.468	WT901BLE68(76B4B30218CB)	0.053	0.334	0.941	-52.856	-9.521	8.179	24.27	-2.37	-34.84	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.468	WT901BLE68(76B4B30218CB)	0.053	0.334	0.941	-52.856	-9.521	8.179	24.01	-2.43	-34.85	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.468	WT901BLE68(76B4B30218CB)	0.054	0.334	0.941	-52.856	-9.521	8.179	23.75	-2.49	-34.87	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.468	WT901BLE68(76B4B30218CB)	0.054	0.314	0.962	-52.734	-8.728	8.362	23.49	-2.54	-34.88	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.468	WT901BLE68(76B4B30218CB)	0.054	0.314	0.962	-52.734	-8.728	8.362	23.23	-2.59	-34.89	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.468	WT901BLE68(76B4B30218CB)	0.054	0.314	0.962	-52.734	-8.728	8.362	22.97	-2.65	-34.9	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.497	WT901BLE68(76B4B30218CB)	0.063	0.314	0.962	-52.734	-8.728	8.362	22.71	-2.7	-34.91	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.497	WT901BLE68(76B4B30218CB)	0.063	0.296	0.965	-51.941	-8.667	9.46	22.45	-2.76	-34.91	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.497	WT901BLE68(76B4B30218CB)	0.063	0.296	0.965	-51.941	-8.667	9.46	22.19	-2.81	-34.93	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.497	WT901BLE68(76B4B30218CB)	0.063	0.296	0.965	-51.941	-8.667	9.46	21.93	-2.87	-34.93	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.497	WT901BLE68(76B4B30218CB)	0.061	0.296	0.965	-51.941	-8.667	9.46	21.67	-2.92	-34.94	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.498	WT901BLE68(76B4B30218CB)	0.061	0.28	0.965	-50.659	-9.705	10.132	21.42	-2.98	-34.95	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.498	WT901BLE68(76B4B30218CB)	0.061	0.28	0.965	-50.659	-9.705	10.132	21.17	-3.05	-34.95	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.498	WT901BLE68(76B4B30218CB)	0.061	0.28	0.965	-50.659	-9.705	10.132	20.91	-3.11	-34.96	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.557	WT901BLE68(76B4B30218CB)	0.061	0.28	0.965	-50.659	-9.705	10.132	20.66	-3.17	-34.97	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.557	WT901BLE68(76B4B30218CB)	0.061	0.271	0.968	-49.438	-9.705	9.216	20.41	-3.23	-34.98	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.557	WT901BLE68(76B4B30218CB)	0.061	0.271	0.968	-49.438	-9.705	9.216	20.17	-3.28	-35.0	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.557	WT901BLE68(76B4B30218CB)	0.061	0.271	0.968	-49.438	-9.705	9.216	19.92	-3.35	-35.01	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.557	WT901BLE68(76B4B30218CB)	0.073	0.271	0.968	-49.438	-9.705	9.216	19.68	-3.41	-35.02	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.557	WT901BLE68(76B4B30218CB)	0.073	0.255	0.985	-47.729	-9.338	7.568	19.43	-3.46	-35.04	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.557	WT901BLE68(76B4B30218CB)	0.073	0.255	0.985	-47.729	-9.338	7.568	19.2	-3.51	-35.06	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.557	WT901BLE68(76B4B30218CB)	0.073	0.255	0.985	-47.729	-9.338	7.568	18.96	-3.57	-35.08	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.590	WT901BLE68(76B4B30218CB)	0.082	0.255	0.985	-47.729	-9.338	7.568	18.72	-3.62	-35.1	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.590	WT901BLE68(76B4B30218CB)	0.082	0.24	0.999	-46.692	-8.606	7.507	18.48	-3.67	-35.12	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.590	WT901BLE68(76B4B30218CB)	0.082	0.24	0.999	-46.692	-8.606	7.507	18.25	-3.72	-35.14	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.590	WT901BLE68(76B4B30218CB)	0.082	0.24	0.999	-46.692	-8.606	7.507	18.02	-3.77	-35.16	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.590	WT901BLE68(76B4B30218CB)	0.086	0.24	0.999	-46.692	-8.606	7.507	17.79	-3.82	-35.18	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.590	WT901BLE68(76B4B30218CB)	0.086	0.234	1.008	-46.448	-8.179	8.057	17.55	-3.87	-35.2	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.591	WT901BLE68(76B4B30218CB)	0.086	0.234	1.008	-46.448	-8.179	8.057	17.32	-3.92	-35.22	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.591	WT901BLE68(76B4B30218CB)	0.086	0.234	1.008	-46.448	-8.179	8.057	17.08	-3.97	-35.24	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.619	WT901BLE68(76B4B30218CB)	0.079	0.234	1.008	-46.448	-8.179	8.057	16.85	-4.02	-35.26	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.620	WT901BLE68(76B4B30218CB)	0.079	0.218	1.011	-45.837	-7.69	8.118	16.62	-4.06	-35.27	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.620	WT901BLE68(76B4B30218CB)	0.079	0.218	1.011	-45.837	-7.69	8.118	16.39	-4.11	-35.28	-19.833	-8.008	-59.017	0.90546	0.30246	-0.09232	-0.28293	24.4	13113	100	45.54864322333121	1
2025-5-20 11:27:32.620	WT901BLE68(76B4B30218CB)	0.079	0.218	1.011	-45.837	-7.69	8.118	16.16	-4.16	-35.3	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.620	WT901BLE68(76B4B30218CB)	0.092	0.218	1.011	-45.837	-7.69	8.118	15.93	-4.21	-35.32	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.620	WT901BLE68(76B4B30218CB)	0.092	0.197	1.008	-45.044	-7.69	7.446	15.7	-4.25	-35.33	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.620	WT901BLE68(76B4B30218CB)	0.092	0.197	1.008	-45.044	-7.69	7.446	15.48	-4.3	-35.35	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.620	WT901BLE68(76B4B30218CB)	0.092	0.197	1.008	-45.044	-7.69	7.446	15.25	-4.35	-35.37	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.680	WT901BLE68(76B4B30218CB)	0.088	0.197	1.008	-45.044	-7.69	7.446	15.02	-4.39	-35.39	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.680	WT901BLE68(76B4B30218CB)	0.088	0.191	1.02	-44.25	-6.165	6.653	14.8	-4.43	-35.41	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.680	WT901BLE68(76B4B30218CB)	0.088	0.191	1.02	-44.25	-6.165	6.653	14.58	-4.47	-35.43	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.680	WT901BLE68(76B4B30218CB)	0.088	0.191	1.02	-44.25	-6.165	6.653	14.36	-4.5	-35.46	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.680	WT901BLE68(76B4B30218CB)	0.091	0.191	1.02	-44.25	-6.165	6.653	14.13	-4.54	-35.48	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.680	WT901BLE68(76B4B30218CB)	0.091	0.176	1.024	-42.542	-5.493	7.019	13.92	-4.57	-35.5	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
2025-5-20 11:27:32.680	WT901BLE68(76B4B30218CB)	0.091	0.176	1.024	-42.542	-5.493	7.019	13.71	-4.6	-35.52	-19.833	-8.008	-59.017	0.94434	0.12296	-0.07687	-0.29514	24.4	13113	100	51.501181899000315	1
