timestamp,lean_angle
2025-05-29 22:09:13.013,11.9036865234375
2025-05-29 22:09:13.143,14.12841796875
2025-05-29 22:09:13.239,21.62109375
2025-05-29 22:09:13.357,30.618896484375
2025-05-29 22:09:13.444,40.0177001953125
2025-05-29 22:09:13.592,51.1688232421875
2025-05-29 22:09:13.651,55.8160400390625
2025-05-29 22:09:13.773,56.634521484375
2025-05-29 22:09:13.864,57.32666015625
2025-05-29 22:09:13.987,57.3321533203125
2025-05-29 22:09:14.081,56.865234375
2025-05-29 22:09:14.206,56.4697265625
2025-05-29 22:09:14.332,56.05224609375
2025-05-29 22:09:14.428,55.6182861328125
2025-05-29 22:09:14.521,55.1568603515625
2025-05-29 22:09:14.648,53.6572265625
2025-05-29 22:09:14.731,52.2344970703125
2025-05-29 22:09:14.844,49.7021484375
2025-05-29 22:09:14.931,47.318115234375
2025-05-29 22:09:15.046,46.527099609375
2025-05-29 22:09:15.135,45.252685546875
2025-05-29 22:09:15.249,44.615478515625
2025-05-29 22:09:15.338,42.4456787109375
2025-05-29 22:09:15.454,36.6119384765625
2025-05-29 22:09:15.543,27.7679443359375
2025-05-29 22:09:15.663,18.731689453125
2025-05-29 22:09:15.751,20.7147216796875
2025-05-29 22:09:15.873,11.8927001953125
2025-05-29 22:09:16.607,10.12939453125
2025-05-29 22:09:16.737,10.30517578125
2025-05-29 22:09:16.831,10.3326416015625
2025-05-29 22:09:16.960,10.755615234375
2025-05-29 22:09:17.084,11.09619140625
2025-05-29 22:09:17.180,11.9256591796875
2025-05-29 22:09:17.274,15.40283203125
2025-05-29 22:09:17.403,19.193115234375
2025-05-29 22:09:17.494,16.072998046875
2025-05-29 22:09:17.620,29.9871826171875
2025-05-29 22:09:17.713,33.3489990234375
2025-05-29 22:09:17.838,30.223388671875
2025-05-29 22:09:17.930,29.7344970703125
2025-05-29 22:09:18.058,30.6463623046875
2025-05-29 22:09:18.151,30.7342529296875
2025-05-29 22:09:18.280,30.849609375
2025-05-29 22:09:18.404,31.17919921875
2025-05-29 22:09:18.499,31.83837890625
2025-05-29 22:09:18.594,31.9647216796875
2025-05-29 22:09:18.724,31.849365234375
2025-05-29 22:09:18.812,32.464599609375
2025-05-29 22:09:18.927,32.93701171875
2025-05-29 22:09:19.013,33.123779296875
2025-05-29 22:09:19.126,33.28857421875
2025-05-29 22:09:19.218,33.3984375
2025-05-29 22:09:19.333,33.4588623046875
2025-05-29 22:09:19.421,33.3050537109375
2025-05-29 22:09:19.535,33.22265625
2025-05-29 22:09:19.625,32.8436279296875
2025-05-29 22:09:19.741,32.7392578125
2025-05-29 22:09:19.829,32.4700927734375
2025-05-29 22:09:19.949,32.5689697265625
2025-05-29 22:09:20.034,32.6568603515625
2025-05-29 22:09:20.156,32.794189453125
2025-05-29 22:09:20.241,33.0194091796875
2025-05-29 22:09:20.361,33.1292724609375
2025-05-29 22:09:20.449,31.728515625
2025-05-29 22:09:20.567,28.6248779296875
2025-05-29 22:09:20.665,24.2413330078125
2025-05-29 22:09:20.786,20.225830078125
2025-05-29 22:09:20.873,16.754150390625
2025-05-29 22:09:20.994,16.6387939453125
2025-05-29 22:09:21.083,15.9027099609375
2025-05-29 22:09:21.203,18.720703125
2025-05-29 22:09:21.326,16.4190673828125
2025-05-29 22:09:21.417,12.930908203125
2025-05-29 22:09:21.508,10.4150390625
2025-05-29 22:09:22.705,10.546875
2025-05-29 22:09:22.802,10.9423828125
2025-05-29 22:09:22.924,12.4749755859375
2025-05-29 22:09:23.020,13.634033203125
2025-05-29 22:09:23.174,12.6068115234375
2025-05-29 22:09:23.236,14.34814453125
2025-05-29 22:09:23.358,14.732666015625
2025-05-29 22:09:23.453,14.3206787109375
2025-05-29 22:09:23.576,13.6505126953125
2025-05-29 22:09:23.673,12.81005859375
2025-05-29 22:09:23.795,12.4639892578125
2025-05-29 22:09:23.891,12.117919921875
2025-05-29 22:09:24.048,11.8157958984375
2025-05-29 22:09:24.112,11.722412109375
2025-05-29 22:09:24.239,11.5081787109375
2025-05-29 22:09:24.338,11.6290283203125
2025-05-29 22:09:24.464,12.06298828125
2025-05-29 22:09:24.562,12.777099609375
2025-05-29 22:09:24.689,13.172607421875
2025-05-29 22:09:24.786,13.4197998046875
2025-05-29 22:09:24.912,13.6065673828125
2025-05-29 22:09:25.012,13.798828125
2025-05-29 22:09:25.136,14.359130859375
2025-05-29 22:09:25.237,15.325927734375
2025-05-29 22:09:25.363,15.787353515625
2025-05-29 22:09:25.490,15.7818603515625
2025-05-29 22:09:25.583,15.765380859375
2025-05-29 22:09:25.681,15.6280517578125
2025-05-29 22:09:25.793,15.4962158203125
2025-05-29 22:09:25.908,15.2435302734375
2025-05-29 22:09:26.021,14.6612548828125
2025-05-29 22:09:26.079,14.3756103515625
2025-05-29 22:09:26.194,14.556884765625
2025-05-29 22:09:26.280,15.4412841796875
2025-05-29 22:09:26.397,16.5289306640625
2025-05-29 22:09:26.481,17.7703857421875
2025-05-29 22:09:26.601,19.7698974609375
2025-05-29 22:09:26.687,21.2640380859375
2025-05-29 22:09:26.804,23.62060546875
2025-05-29 22:09:26.890,25.83984375
2025-05-29 22:09:27.009,27.9656982421875
2025-05-29 22:09:27.098,28.9544677734375
2025-05-29 22:09:27.216,28.355712890625
2025-05-29 22:09:27.307,28.289794921875
2025-05-29 22:09:27.456,25.77392578125
2025-05-29 22:09:27.516,27.674560546875
2025-05-29 22:09:27.634,27.861328125
2025-05-29 22:09:27.728,28.531494140625
2025-05-29 22:09:27.847,30.223388671875
2025-05-29 22:09:27.939,31.6021728515625
2025-05-29 22:09:28.070,31.6680908203125
2025-05-29 22:09:28.162,31.81640625
2025-05-29 22:09:28.279,32.530517578125
2025-05-29 22:09:28.370,32.794189453125
2025-05-29 22:09:28.488,32.969970703125
2025-05-29 22:09:28.575,33.3380126953125
2025-05-29 22:09:28.703,33.42041015625
2025-05-29 22:09:28.821,33.5357666015625
2025-05-29 22:09:28.914,33.6566162109375
2025-05-29 22:09:29.002,33.7225341796875
2025-05-29 22:09:29.121,33.739013671875
2025-05-29 22:09:29.209,33.6895751953125
2025-05-29 22:09:29.334,33.6895751953125
2025-05-29 22:09:29.423,33.6785888671875
2025-05-29 22:09:29.543,33.629150390625
2025-05-29 22:09:29.633,33.585205078125
2025-05-29 22:09:29.752,33.5302734375
2025-05-29 22:09:29.840,33.453369140625
2025-05-29 22:09:29.964,33.42041015625
