start_time,end_time,duration_sec,max_lean_angle
2025-05-29 23:13:24.332,2025-05-29 23:13:44.868,191,66.19665916929853
2025-05-29 23:14:07.010,2025-05-29 23:14:24.337,147,65.09802635679853
2025-05-29 23:14:49.037,2025-05-29 23:15:14.377,208,47.13537987242353
2025-05-29 23:15:43.269,2025-05-29 23:15:57.788,-1207,47.31665428648603
