timestamp,ax (m/s^2),ay (m/s^2),az (m/s^2),wx (deg/s),wy (deg/s),wz (deg/s),roll (deg),pitch (deg),yaw (deg),tilt angle (deg)
2025-05-29 22:40:19.136,9.4458984375,-2.09111328125,1.2728515625,0.48828125,0.1220703125,-0.732421875,-58.677978515625,-75.0201416015625,-169.3597412109375,102.3743497074584
2025-05-29 22:40:19.276,9.48896484375,-2.1533203125,1.3254882812500002,1.220703125,0.48828125,0.30517578125,-58.4527587890625,-74.9981689453125,-169.5904541015625,102.66657432023838
2025-05-29 22:40:19.414,9.508105468750001,-2.2298828125,1.3302734375,0.732421875,0.0,-1.220703125,-58.4033203125,-75.025634765625,-169.541015625,103.07580595055185
2025-05-29 22:40:19.516,9.431542968750001,-1.9954101562500002,1.3876953125,0.9765625,0.8544921875,-1.0986328125,-58.0023193359375,-75.12451171875,-169.9749755859375,101.82214123328518
2025-05-29 22:40:19.640,9.503320312500001,-2.11025390625,1.2297851562500002,2.99072265625,-0.06103515625,1.46484375,-57.8045654296875,-75.113525390625,-170.057373046875,102.41934076437497
2025-05-29 22:40:19.739,9.455468750000001,-2.3638671875000004,1.18671875,2.685546875,-0.18310546875,0.18310546875,-57.8594970703125,-75.0421142578125,-169.837646484375,103.93125596726658
2025-05-29 22:40:19.873,9.460253906250001,-2.0958984375000003,1.34462890625,-2.25830078125,2.86865234375,-1.220703125,-57.425537109375,-74.9981689453125,-170.3924560546875,102.37152265612859
2025-05-29 22:40:19.967,9.49853515625,-1.9954101562500002,1.4259765625,-0.67138671875,-0.3662109375,-0.06103515625,-57.1893310546875,-75.0311279296875,-170.92529296875,101.73611700885826
2025-05-29 22:40:20.088,9.49375,-2.15810546875,1.473828125,-1.5869140625,-2.13623046875,0.48828125,-57.744140625,-75.091552734375,-170.5352783203125,102.66008890174311
2025-05-29 22:40:20.208,9.53681640625,-2.277734375,1.3589843750000001,0.1220703125,0.06103515625,0.06103515625,-58.194580078125,-75.1080322265625,-169.947509765625,103.30311306175386
2025-05-29 22:40:20.299,9.474609375,-2.12939453125,1.30634765625,1.8310546875,0.18310546875,-0.1220703125,-58.0023193359375,-75.1190185546875,-169.9969482421875,102.551680099115
2025-05-29 22:40:20.396,9.455468750000001,-2.0958984375000003,1.3589843750000001,0.06103515625,0.79345703125,0.91552734375,-57.6837158203125,-75.025634765625,-170.2935791015625,102.37491900776683
2025-05-29 22:40:20.525,9.484179687500001,-2.1963867187500004,1.378125,3.173828125,0.244140625,2.50244140625,-57.557373046875,-74.8828125,-170.3759765625,102.90799462495775
2025-05-29 22:40:20.656,9.474609375,-2.1437500000000003,1.39248046875,1.708984375,9.521484375,3.662109375,-56.3104248046875,-74.278564453125,-171.5130615234375,102.61808213558857
2025-05-29 22:40:20.773,9.398046875,-2.3399414062500004,1.6939453125000001,-2.01416015625,6.53076171875,0.42724609375,-53.41552734375,-73.3612060546875,-174.7650146484375,103.76809299358163
2025-05-29 22:40:20.833,9.383691406250001,-2.086328125,1.8183593750000002,-2.5634765625,2.685546875,-1.708984375,-51.591796875,-73.114013671875,-176.693115234375,102.31312149667029
2025-05-29 22:40:20.955,9.3501953125,-2.2203125000000004,1.87099609375,-0.18310546875,-1.89208984375,0.91552734375,-51.767578125,-73.0645751953125,-176.85791015625,103.10752210241017
2025-05-29 22:40:21.049,9.364550781250001,-2.23466796875,1.7130859375,1.52587890625,-1.5869140625,0.0,-52.1575927734375,-73.10302734375,-176.2921142578125,103.21017399098898
2025-05-29 22:40:21.177,9.39326171875,-2.27294921875,1.703515625,-0.91552734375,0.3662109375,-1.0986328125,-52.3114013671875,-73.2403564453125,-176.19873046875,103.39236800777634
2025-05-29 22:40:21.272,9.407617187500001,-2.22509765625,1.8614257812500001,0.0,0.6103515625,-0.244140625,-51.6302490234375,-73.1634521484375,-177.066650390625,103.06278045331175
2025-05-29 22:40:21.397,9.383691406250001,-2.2203125000000004,1.78486328125,0.8544921875,-3.2958984375,0.54931640625,-51.822509765625,-73.2183837890625,-176.63818359375,103.08582111678912
2025-05-29 22:40:21.492,9.39326171875,-2.2681640625000004,1.7083007812500002,0.0,-0.79345703125,-0.18310546875,-52.2674560546875,-73.2733154296875,-176.099853515625,103.36403222989486
2025-05-29 22:40:21.636,9.388476562500001,-2.23466796875,1.7130859375,-0.244140625,-0.30517578125,-0.244140625,-52.305908203125,-73.3172607421875,-176.0723876953125,103.17873330093477
2025-05-29 22:40:21.784,9.34541015625,-2.201171875,1.6987304687500002,-0.30517578125,0.6103515625,0.0,-52.3388671875,-73.333740234375,-176.099853515625,103.04729300538469
2025-05-29 22:40:21.900,9.436328125000001,-2.2681640625000004,1.68916015625,0.06103515625,-1.708984375,-0.91552734375,-52.6959228515625,-73.4490966796875,-175.7757568359375,103.3116250200278
2025-05-29 22:40:22.009,9.4171875,-2.15810546875,1.7561523437500002,-1.0986328125,3.2958984375,-0.91552734375,-52.31689453125,-73.41064453125,-176.3031005859375,102.69581069658847
2025-05-29 22:40:22.208,9.44111328125,-2.20595703125,1.7083007812500002,1.89208984375,-0.42724609375,-1.15966796875,-51.943359375,-73.5040283203125,-176.7095947265625,102.94845524239285
2025-05-29 22:40:22.325,9.37412109375,-2.1485351562500004,1.7705078125000002,0.67138671875,-0.42724609375,0.0,-51.78955078125,-73.575439453125,-176.956787109375,102.69220276707127
2025-05-29 22:40:22.448,9.39326171875,-2.1150390625,1.8040039062500002,-1.03759765625,0.3662109375,-0.42724609375,-51.6357421875,-73.5699462890625,-177.12158203125,102.46885721847258
