time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%),Elapsed_sec,Beta (deg)
2025-05-21 22:28:31.653,WT901BLE68(4F145CEDD531),0.061,0.029,1.031,0.122,0.061,0.0,1.47,-3.25,-100.51,-58.375,-11.058,-22.983,-0.6393438664620629,0.013550717790369229,0.028021484316320722,0.7682906968598642,25.6,13113,90,0.0,100.42267795961675
2025-05-21 22:28:31.721,WT901BLE68(4F145CEDD531),0.064,0.017,1.028,-0.305,-0.061,0.0,1.47,-3.25,-100.5,-58.375,-11.058,-22.983,-0.6393438664620629,0.013550717790369229,0.028021484316320722,0.7682906968598642,25.6,13113,90,0.0,100.42267795961675
2025-05-21 22:28:31.856,WT901BLE68(4F145CEDD531),0.053,0.03,1.032,0.549,0.122,0.0,1.47,-3.25,-100.49,-58.342,-10.758,-22.675,-0.6393438664620629,0.013550717790369229,0.028021484316320722,0.7682906968598642,25.6,13113,90,0.0,100.42267795961675
2025-05-21 22:28:31.925,WT901BLE68(4F145CEDD531),0.055,0.03,1.03,-0.122,-0.061,0.0,1.49,-3.24,-100.49,-58.342,-10.758,-22.675,-0.6393438664620629,0.013550717790369229,0.028021484316320722,0.7682906968598642,25.6,13113,90,0.0,100.42267795961675
2025-05-21 22:28:32.340,WT901BLE68(4F145CEDD531),0.046,0.02,1.03,-0.061,0.0,0.0,1.48,-3.25,-100.48,-58.342,-10.758,-22.675,-0.6395298722106727,0.013550632945198773,0.028021308865274513,0.7681358793510833,25.6,13113,90,0.0,100.3949642239863
2025-05-21 22:28:32.126,WT901BLE68(4F145CEDD531),0.054,0.02,0.99,10.01,3.052,-0.244,0.91,-3.41,-100.48,-58.342,-10.758,-22.675,-0.6395298722106727,0.013550632945198773,0.028021308865274513,0.7681358793510833,25.6,13113,90,0.0,100.3949642239863
2025-05-21 22:28:32.238,WT901BLE68(4F145CEDD531),0.057,0.008,1.026,1.404,0.305,0.122,1.09,-3.32,-99.87,-58.758,-9.992,-23.017,-0.6395298722106727,0.013550632945198773,0.028021308865274513,0.7681358793510833,25.6,13113,90,0.0,100.3949642239863
2025-05-21 22:28:32.330,WT901BLE68(4F145CEDD531),0.052,-0.051,1.03,1.892,0.488,2.197,1.07,-3.33,-99.8,-58.758,-9.992,-23.017,-0.6395298722106727,0.013550632945198773,0.028021308865274513,0.7681358793510833,25.6,13113,90,0.0,100.3949642239863
2025-05-21 22:28:32.441,WT901BLE68(4F145CEDD531),0.06,0.072,1.033,-23.987,-4.333,33.813,0.75,-3.38,-96.59,-58.758,-9.992,-23.017,-0.6654443932177353,0.016420848704761296,0.025571321643163603,0.7458285478394596,25.6,13113,90,0.044,96.49172610174026
2025-05-21 22:28:32.533,WT901BLE68(4F145CEDD531),0.06,0.023,1.033,0.244,0.061,0.061,0.77,-3.39,-96.58,-58.758,-9.992,-23.017,-0.6654443932177353,0.016420848704761296,0.025571321643163603,0.7458285478394596,25.6,13113,90,0.045,96.49172610174026
2025-05-21 22:28:32.643,WT901BLE68(4F145CEDD531),0.059,0.017,1.029,0.0,-0.061,0.0,0.81,-3.39,-96.65,-59.183,-8.425,-23.483,-0.6654443932177353,0.016420848704761296,0.025571321643163603,0.7458285478394596,25.6,13113,90,0.045,96.49172610174026
2025-05-21 22:28:32.733,WT901BLE68(4F145CEDD531),0.209,0.022,1.031,-0.183,0.0,0.061,0.82,-3.39,-96.73,-59.183,-8.425,-23.483,-0.6654443932177353,0.016420848704761296,0.025571321643163603,0.7458285478394596,25.6,13113,90,0.045,96.49172610174026
2025-05-21 22:28:32.847,WT901BLE68(4F145CEDD531),0.029,0.665,1.024,14.893,2.93,-82.947,1.29,-3.32,-99.44,-59.183,-8.425,-23.483,-0.6263008545059634,0.004880162499184233,0.0376612540408357,0.7786559276106189,25.6,13113,90,0.045,102.27814818544215
2025-05-21 22:28:32.937,WT901BLE68(4F145CEDD531),0.023,0.058,1.045,-1.038,-2.258,-14.709,3.57,-3.27,-103.36,-59.183,-8.425,-23.483,-0.6263008545059634,0.004880162499184233,0.0376612540408357,0.7786559276106189,25.6,13113,90,0.045,102.27814818544215
2025-05-21 22:28:33.470,WT901BLE68(4F145CEDD531),0.185,0.218,1.244,90.576,-54.26,11.78,8.66,-4.08,-107.7,-58.958,-18.708,-17.8,-0.6263008545059634,0.004880162499184233,0.0376612540408357,0.7786559276106189,25.6,13113,90,0.045,102.27814818544215
2025-05-21 22:28:33.139,WT901BLE68(4F145CEDD531),0.203,0.145,0.798,127.808,50.476,-29.541,18.88,-10.97,-109.98,-58.958,-18.708,-17.8,-0.6263008545059634,0.004880162499184233,0.0376612540408357,0.7786559276106189,25.6,13113,90,0.045,102.27814818544215
2025-05-21 22:28:33.253,WT901BLE68(4F145CEDD531),0.091,0.458,0.867,74.036,-12.085,-16.724,28.39,-9.5,-112.1,-58.958,-18.708,-17.8,-0.5494401962772741,-0.09332512898672253,0.269754825255878,0.7852631566968953,25.6,13113,90,0.087,104.51867860505234
2025-05-21 22:28:33.342,WT901BLE68(4F145CEDD531),-0.105,0.645,0.829,161.682,171.021,-42.114,38.64,-3.12,-110.98,-58.958,-18.708,-17.8,-0.5494401962772741,-0.09332512898672253,0.269754825255878,0.7852631566968953,25.6,13113,90,0.087,104.51867860505234
2025-05-21 22:28:33.453,WT901BLE68(4F145CEDD531),-0.023,0.834,0.538,48.523,9.644,20.691,48.36,-2.35,-108.28,-50.25,-42.767,0.108,-0.5494401962772741,-0.09332512898672253,0.269754825255878,0.7852631566968953,25.6,13113,90,0.087,104.51867860505234
2025-05-21 22:28:33.545,WT901BLE68(4F145CEDD531),0.035,0.866,0.569,-9.338,-102.6,-14.771,51.48,-3.47,-107.95,-50.25,-42.767,0.108,-0.5494401962772741,-0.09332512898672253,0.269754825255878,0.7852631566968953,25.6,13113,90,0.087,104.51867860505234
2025-05-21 22:28:33.655,WT901BLE68(4F145CEDD531),-0.079,0.626,0.962,-124.084,127.38,-16.052,36.31,-2.94,-112.47,-50.25,-42.767,0.108,-0.5566307679195671,-0.17770663024255234,0.19574730334089588,0.7875693842499701,25.6,13113,90,0.087,107.67939034431839
2025-05-21 22:28:33.748,WT901BLE68(4F145CEDD531),0.122,0.468,0.736,30.823,-25.513,11.658,26.4,6.71,-108.83,-50.25,-42.767,0.108,-0.5566307679195671,-0.17770663024255234,0.19574730334089588,0.7875693842499701,25.6,13113,90,0.087,107.67939034431839
2025-05-21 22:28:33.860,WT901BLE68(4F145CEDD531),0.49,0.625,1.045,94.482,-164.307,89.05,33.37,-11.12,-111.91,-50.308,-35.317,-8.125,-0.5566307679195671,-0.17770663024255234,0.19574730334089588,0.7875693842499701,25.6,13113,90,0.087,107.67939034431839
2025-05-21 22:28:33.950,WT901BLE68(4F145CEDD531),0.429,0.497,0.697,72.021,-32.837,55.359,38.11,-19.98,-111.42,-50.308,-35.317,-8.125,-0.5566307679195671,-0.17770663024255234,0.19574730334089588,0.7875693842499701,25.6,13113,90,0.087,107.67939034431839
2025-05-21 22:28:34.630,WT901BLE68(4F145CEDD531),-0.067,0.493,0.865,397.339,10.681,-70.19,52.15,-24.74,-113.63,-50.308,-35.317,-8.125,-0.5138523487172822,-0.19154205821069842,0.5520947562042404,0.6280595384403636,25.6,13113,90,0.114,82.0848926289322
2025-05-21 22:28:34.152,WT901BLE68(4F145CEDD531),-0.283,0.611,0.303,-18.982,-83.923,-66.101,73.67,-15.9,-119.58,-50.308,-35.317,-8.125,-0.5138523487172822,-0.19154205821069842,0.5520947562042404,0.6280595384403636,25.6,13113,90,0.114,82.0848926289322
2025-05-21 22:28:34.264,WT901BLE68(4F145CEDD531),0.003,0.763,-0.12,-71.899,10.01,-191.895,82.16,-2.49,-126.46,-41.65,-58.45,33.708,-0.5138523487172822,-0.19154205821069842,0.5520947562042404,0.6280595384403636,25.6,13113,90,0.114,82.0848926289322
2025-05-21 22:28:34.353,WT901BLE68(4F145CEDD531),0.137,0.584,0.327,-39.734,112.61,-24.658,73.29,8.97,-120.97,-41.65,-58.45,33.708,-0.5138523487172822,-0.19154205821069842,0.5520947562042404,0.6280595384403636,25.6,13113,90,0.114,82.0848926289322
2025-05-21 22:28:34.468,WT901BLE68(4F145CEDD531),-0.062,1.279,0.965,-174.988,28.748,-126.221,59.69,21.28,-119.44,-41.65,-58.45,33.708,-0.3162446290629694,-0.3593379851641754,0.2857022504291604,0.8302046561581602,25.6,13113,90,0.114,129.5481995597203
2025-05-21 22:28:34.535,WT901BLE68(4F145CEDD531),-0.366,1.895,0.833,-103.638,-136.108,-27.161,40.58,21.81,-134.13,-41.65,-58.45,33.708,-0.3162446290629694,-0.3593379851641754,0.2857022504291604,0.8302046561581602,25.6,13113,90,0.114,129.5481995597203
2025-05-21 22:28:34.668,WT901BLE68(4F145CEDD531),-0.454,1.276,0.621,-50.476,-162.842,67.566,32.22,5.37,-140.92,-32.658,-54.692,-14.717,-0.3162446290629694,-0.3593379851641754,0.2857022504291604,0.8302046561581602,25.6,13113,90,0.114,129.5481995597203
2025-05-21 22:28:34.736,WT901BLE68(4F145CEDD531),-0.378,0.976,0.396,80.933,-34.851,102.783,37.96,-6.88,-137.95,-32.658,-54.692,-14.717,-0.3162446290629694,-0.3593379851641754,0.2857022504291604,0.8302046561581602,25.6,13113,90,0.114,129.5481995597203
2025-05-21 22:28:34.874,WT901BLE68(4F145CEDD531),-0.408,0.803,0.618,56.763,139.832,133.911,45.73,-8.66,-122.83,-32.658,-54.692,-14.717,-0.5456018849273744,-0.16761286735432937,0.3427663135860552,0.7461472804557971,25.6,13113,90,0.158,99.76803243055826
2025-05-21 22:28:34.938,WT901BLE68(4F145CEDD531),-0.162,0.651,0.515,-368.958,240.173,216.736,32.22,-4.24,-97.65,-32.658,-54.692,-14.717,-0.5456018849273744,-0.16761286735432937,0.3427663135860552,0.7461472804557971,25.6,13113,90,0.158,99.76803243055826
2025-05-21 22:28:35.980,WT901BLE68(4F145CEDD531),-0.053,0.683,0.721,-15.564,59.875,1.221,40.71,3.55,-99.51,-50.042,-50.142,-15.95,-0.5456018849273744,-0.16761286735432937,0.3427663135860552,0.7461472804557971,25.6,13113,90,0.158,99.76803243055826
2025-05-21 22:28:35.142,WT901BLE68(4F145CEDD531),-0.069,0.793,0.72,-23.621,17.761,-56.519,42.79,8.6,-100.96,-50.042,-50.142,-15.95,-0.5456018849273744,-0.16761286735432937,0.3427663135860552,0.7461472804557971,25.6,13113,90,0.158,99.76803243055826
2025-05-21 22:28:35.276,WT901BLE68(4F145CEDD531),0.037,0.653,0.688,-12.207,-43.64,58.167,46.72,8.17,-105.17,-50.042,-50.142,-15.95,-0.5156859940655123,-0.27412381769634564,0.33283677722701743,0.7403673195255027,25.6,13113,90,0.158,104.27494644511323
2025-05-21 22:28:35.342,WT901BLE68(4F145CEDD531),0.022,0.68,0.644,46.997,-24.536,18.677,53.05,1.41,-108.96,-50.042,-50.142,-15.95,-0.5156859940655123,-0.27412381769634564,0.33283677722701743,0.7403673195255027,25.6,13113,90,0.158,104.27494644511323
2025-05-21 22:28:35.491,WT901BLE68(4F145CEDD531),-0.004,0.699,0.619,-89.905,24.048,-13.55,49.76,1.25,-108.79,-51.433,-54.917,-7.442,-0.5156859940655123,-0.27412381769634564,0.33283677722701743,0.7403673195255027,25.6,13113,90,0.158,104.27494644511323
2025-05-21 22:28:35.547,WT901BLE68(4F145CEDD531),0.053,0.592,0.469,241.76,-46.021,-19.47,48.09,3.18,-109.52,-51.433,-54.917,-7.442,-0.5156859940655123,-0.27412381769634564,0.33283677722701743,0.7403673195255027,25.6,13113,90,0.158,104.27494644511323
2025-05-21 22:28:35.693,WT901BLE68(4F145CEDD531),0.322,0.974,0.399,21.24,-16.968,71.838,63.7,-1.06,-111.87,-51.433,-54.917,-7.442,-0.5218135545171154,-0.2569115969172406,0.4554305580073201,0.6740104246410347,25.6,13113,90,0.201,92.32611662953086
2025-05-21 22:28:35.750,WT901BLE68(4F145CEDD531),0.358,0.643,0.417,-12.817,-4.761,44.189,62.46,-11.16,-106.62,-51.433,-54.917,-7.442,-0.5218135545171154,-0.2569115969172406,0.4554305580073201,0.6740104246410347,25.6,13113,90,0.201,92.32611662953086
2025-05-21 22:28:35.889,WT901BLE68(4F145CEDD531),0.352,0.837,0.495,-59.814,0.122,53.162,57.77,-13.29,-107.31,-70.125,-48.317,4.75,-0.5218135545171154,-0.2569115969172406,0.4554305580073201,0.6740104246410347,25.6,13113,90,0.201,92.32611662953086
2025-05-21 22:28:35.952,WT901BLE68(4F145CEDD531),0.347,0.748,0.55,-28.503,-3.723,-30.396,51.45,-17.48,-105.5,-70.125,-48.317,4.75,-0.5218135545171154,-0.2569115969172406,0.4554305580073201,0.6740104246410347,25.6,13113,90,0.201,92.32611662953086
2025-05-21 22:28:36.950,WT901BLE68(4F145CEDD531),0.378,0.775,0.606,-29.053,2.014,15.686,49.45,-16.51,-106.77,-70.125,-48.317,4.75,-0.5894508838208053,-0.12915676706840112,0.4051712286315349,0.686805984665628,25.6,13113,90,0.201,88.6687767805053
2025-05-21 22:28:36.177,WT901BLE68(4F145CEDD531),0.331,0.762,0.625,-6.165,0.793,-1.221,47.91,-17.53,-106.6,-70.125,-48.317,4.75,-0.5894508838208053,-0.12915676706840112,0.4051712286315349,0.686805984665628,25.6,13113,90,0.201,88.6687767805053
2025-05-21 22:28:36.296,WT901BLE68(4F145CEDD531),0.275,0.693,0.615,26.733,0.549,-15.869,49.23,-16.27,-108.19,-69.925,-46.575,-1.417,-0.5894508838208053,-0.12915676706840112,0.4051712286315349,0.686805984665628,25.6,13113,90,0.201,88.6687767805053
2025-05-21 22:28:36.357,WT901BLE68(4F145CEDD531),0.149,0.789,0.597,8.911,-7.385,-5.676,50.41,-16.14,-109.56,-69.925,-46.575,-1.417,-0.5894508838208053,-0.12915676706840112,0.4051712286315349,0.686805984665628,25.6,13113,90,0.201,88.6687767805053
2025-05-21 22:28:36.469,WT901BLE68(4F145CEDD531),0.438,0.348,0.286,21.79,-14.16,16.418,52.12,-17.69,-109.97,-69.925,-46.575,-1.417,-0.5705800028029,-0.1263444292521705,0.4487157306114366,0.6761137024940632,25.6,13113,90,0.246,86.91515502938033
2025-05-21 22:28:36.559,WT901BLE68(4F145CEDD531),0.444,0.852,0.54,15.564,-4.761,40.771,52.57,-22.29,-108.68,-69.925,-46.575,-1.417,-0.5705800028029,-0.1263444292521705,0.4487157306114366,0.6761137024940632,25.6,13113,90,0.246,86.91515502938033
2025-05-21 22:28:36.673,WT901BLE68(4F145CEDD531),0.453,0.757,0.535,-6.409,-8.85,-0.671,53.27,-23.72,-108.34,-75.325,-42.8,4.217,-0.5705800028029,-0.1263444292521705,0.4487157306114366,0.6761137024940632,25.6,13113,90,0.246,86.91515502938033
2025-05-21 22:28:36.762,WT901BLE68(4F145CEDD531),0.495,0.708,0.542,-12.817,6.958,0.0,52.97,-23.3,-109.26,-75.325,-42.8,4.217,-0.5705800028029,-0.1263444292521705,0.4487157306114366,0.6761137024940632,25.6,13113,90,0.246,86.91515502938033
2025-05-21 22:28:36.875,WT901BLE68(4F145CEDD531),0.439,0.764,0.534,4.517,9.033,20.996,52.23,-24.02,-108.38,-75.325,-42.8,4.217,-0.5985174165880793,-0.0979661243967522,0.4562985257095358,0.6511307057317414,25.6,13113,90,0.246,82.36494101315368
2025-05-21 22:28:36.964,WT901BLE68(4F145CEDD531),0.45,0.684,0.543,8.85,14.16,23.987,51.18,-25.18,-105.94,-75.325,-42.8,4.217,-0.5985174165880793,-0.0979661243967522,0.4562985257095358,0.6511307057317414,25.6,13113,90,0.246,82.36494101315368
2025-05-21 22:28:37.750,WT901BLE68(4F145CEDD531),0.476,0.689,0.562,7.141,7.507,13.367,51.12,-25.44,-104.84,-77.775,-39.283,1.942,-0.5985174165880793,-0.0979661243967522,0.4562985257095358,0.6511307057317414,25.6,13113,90,0.246,82.36494101315368
2025-05-21 22:28:37.169,WT901BLE68(4F145CEDD531),0.476,0.699,0.54,19.897,3.784,-10.498,52.66,-24.73,-105.8,-77.775,-39.283,1.942,-0.5985174165880793,-0.0979661243967522,0.4562985257095358,0.6511307057317414,25.6,13113,90,0.247,82.36494101315368
2025-05-21 22:28:37.280,WT901BLE68(4F145CEDD531),0.435,0.772,0.512,15.564,2.38,2.625,54.87,-24.35,-106.43,-77.775,-39.283,1.942,-0.5960719893299237,-0.12585675434059942,0.47811565898051006,0.6326639531068211,25.6,13113,90,0.291,80.3404875131518
2025-05-21 22:28:37.370,WT901BLE68(4F145CEDD531),0.458,0.722,0.504,16.052,5.92,5.31,56.41,-24.31,-106.31,-77.775,-39.283,1.942,-0.5960719893299237,-0.12585675434059942,0.47811565898051006,0.6326639531068211,25.6,13113,90,0.291,80.3404875131518
2025-05-21 22:28:37.492,WT901BLE68(4F145CEDD531),0.465,0.795,0.483,32.959,-25.818,-21.301,58.25,-24.44,-107.69,-77.075,-41.792,6.133,-0.5960719893299237,-0.12585675434059942,0.47811565898051006,0.6326639531068211,25.6,13113,90,0.291,80.3404875131518
2025-05-21 22:28:37.572,WT901BLE68(4F145CEDD531),0.479,0.749,0.476,-16.907,1.282,8.179,56.95,-25.03,-107.9,-77.075,-41.792,6.133,-0.5960719893299237,-0.12585675434059942,0.47811565898051006,0.6326639531068211,25.6,13113,90,0.291,80.3404875131518
2025-05-21 22:28:37.728,WT901BLE68(4F145CEDD531),0.459,0.752,0.508,-19.165,2.38,1.282,55.15,-25.17,-108.37,-77.075,-41.792,6.133,-0.5892628917458855,-0.10138565919114416,0.4740264594259453,0.6463660791577451,25.6,13113,90,0.291,81.72851706524183
2025-05-21 22:28:37.777,WT901BLE68(4F145CEDD531),0.498,0.754,0.528,-9.888,0.366,10.254,53.76,-25.54,-108.32,-77.075,-41.792,6.133,-0.5892628917458855,-0.10138565919114416,0.4740264594259453,0.6463660791577451,25.6,13113,90,0.291,81.72851706524183
2025-05-21 22:28:37.895,WT901BLE68(4F145CEDD531),0.513,0.745,0.531,-6.714,-1.099,13.062,53.21,-26.43,-108.03,-78.967,-38.367,2.725,-0.5892628917458855,-0.10138565919114416,0.4740264594259453,0.6463660791577451,25.6,13113,90,0.291,81.72851706524183
2025-05-21 22:28:37.998,WT901BLE68(4F145CEDD531),0.504,0.711,0.53,2.686,-2.075,6.287,52.46,-27.76,-107.64,-78.967,-38.367,2.725,-0.5892628917458855,-0.10138565919114416,0.4740264594259453,0.6463660791577451,25.6,13113,90,0.291,81.72851706524183
2025-05-21 22:28:38.960,WT901BLE68(4F145CEDD531),0.51,0.692,0.527,-1.099,-0.977,-7.202,52.95,-28.0,-108.2,-78.967,-38.367,2.725,-0.5919522886222142,-0.07651417354116367,0.4769560160369519,0.6451751917180282,25.6,13113,90,0.315,81.03743530209644
2025-05-21 22:28:38.181,WT901BLE68(4F145CEDD531),0.506,0.742,0.526,-7.629,-5.798,-13.916,52.93,-27.59,-109.48,-78.967,-38.367,2.725,-0.5919522886222142,-0.07651417354116367,0.4769560160369519,0.6451751917180282,25.6,13113,90,0.315,81.03743530209644
2025-05-21 22:28:38.294,WT901BLE68(4F145CEDD531),0.499,0.737,0.53,-3.174,-3.113,-0.854,52.73,-27.66,-110.43,-78.917,-38.433,3.325,-0.5919522886222142,-0.07651417354116367,0.4769560160369519,0.6451751917180282,25.6,13113,90,0.315,81.03743530209644
2025-05-21 22:28:38.395,WT901BLE68(4F145CEDD531),0.484,0.712,0.533,-3.357,-1.282,0.61,52.61,-27.86,-110.93,-78.917,-38.433,3.325,-0.5919522886222142,-0.07651417354116367,0.4769560160369519,0.6451751917180282,25.6,13113,90,0.315,81.03743530209644
2025-05-21 22:28:38.497,WT901BLE68(4F145CEDD531),0.481,0.706,0.53,-2.136,1.831,-0.977,52.34,-27.85,-111.17,-78.917,-38.433,3.325,-0.5791952120269583,-0.06311383698981515,0.4750388798689922,0.659460091710092,25.6,13113,90,0.315,82.97756026407949
2025-05-21 22:28:38.592,WT901BLE68(4F145CEDD531),0.489,0.702,0.542,-1.831,-1.404,-0.366,52.29,-27.86,-111.37,-78.917,-38.433,3.325,-0.5791952120269583,-0.06311383698981515,0.4750388798689922,0.659460091710092,25.6,13113,90,0.315,82.97756026407949
2025-05-21 22:28:38.698,WT901BLE68(4F145CEDD531),0.492,0.706,0.546,0.244,-2.441,-2.93,52.37,-27.95,-111.88,-78.25,-38.733,3.375,-0.5791952120269583,-0.06311383698981515,0.4750388798689922,0.659460091710092,25.6,13113,90,0.315,82.97756026407949
2025-05-21 22:28:38.764,WT901BLE68(4F145CEDD531),0.491,0.708,0.548,-0.488,-1.343,-0.366,52.5,-28.0,-112.32,-78.25,-38.733,3.375,-0.5791952120269583,-0.06311383698981515,0.4750388798689922,0.659460091710092,25.6,13113,90,0.315,82.97756026407949
2025-05-21 22:28:38.897,WT901BLE68(4F145CEDD531),0.491,0.706,0.55,-0.549,-1.526,-0.61,52.6,-28.08,-112.72,-78.25,-38.733,3.375,-0.5697619921793995,-0.055663125488749715,0.4786368754971344,0.6657173800817627,25.6,13113,90,0.361,83.83200735422498
2025-05-21 22:28:38.966,WT901BLE68(4F145CEDD531),0.49,0.711,0.543,-1.709,-1.709,-0.854,52.59,-28.13,-113.09,-78.25,-38.733,3.375,-0.5697619921793995,-0.055663125488749715,0.4786368754971344,0.6657173800817627,25.6,13113,90,0.361,83.83200735422498
2025-05-21 22:28:39.123,WT901BLE68(4F145CEDD531),0.49,0.712,0.538,-0.916,-1.343,-2.258,52.51,-28.16,-113.52,-78.017,-39.742,4.7,-0.5697619921793995,-0.055663125488749715,0.4786368754971344,0.6657173800817627,25.6,13113,90,0.361,83.83200735422498
2025-05-21 22:28:39.167,WT901BLE68(4F145CEDD531),0.494,0.71,0.537,-2.502,-0.854,-0.671,52.48,-28.13,-113.91,-78.017,-39.742,4.7,-0.5697619921793995,-0.055663125488749715,0.4786368754971344,0.6657173800817627,25.6,13113,90,0.361,83.83200735422498
2025-05-21 22:28:39.303,WT901BLE68(4F145CEDD531),0.494,0.705,0.54,-3.052,-0.488,-0.549,52.29,-28.16,-114.11,-78.017,-39.742,4.7,-0.5620811373572011,-0.04730346202582666,0.47668488741247944,0.6742393459448641,25.6,13113,90,0.361,85.04764161905221
2025-05-21 22:28:39.398,WT901BLE68(4F145CEDD531),0.486,0.705,0.543,-3.601,-0.916,-1.16,52.09,-28.17,-114.41,-78.017,-39.742,4.7,-0.5620811373572011,-0.04730346202582666,0.47668488741247944,0.6742393459448641,25.6,13113,90,0.361,85.04764161905221
2025-05-21 22:28:39.507,WT901BLE68(4F145CEDD531),0.485,0.706,0.547,-2.319,-0.305,-0.427,51.82,-28.19,-114.57,-78.05,-39.05,3.325,-0.5620811373572011,-0.04730346202582666,0.47668488741247944,0.6742393459448641,25.6,13113,90,0.361,85.04764161905221
2025-05-21 22:28:39.574,WT901BLE68(4F145CEDD531),0.485,0.697,0.547,2.38,2.319,2.258,51.78,-28.21,-114.5,-78.05,-39.05,3.325,-0.5620811373572011,-0.04730346202582666,0.47668488741247944,0.6742393459448641,25.6,13113,90,0.361,85.04764161905221
2025-05-21 22:28:39.709,WT901BLE68(4F145CEDD531),0.491,0.704,0.548,-1.404,0.732,0.671,51.75,-28.2,-114.45,-78.05,-39.05,3.325,-0.5614922937261406,-0.043852522138516134,0.47411726842985435,0.6767689237582217,25.6,13113,90,0.503,85.40444694411501
2025-05-21 22:28:39.775,WT901BLE68(4F145CEDD531),0.488,0.698,0.552,-0.732,-0.793,-0.671,51.65,-28.23,-114.55,-78.05,-39.05,3.325,-0.5614922937261406,-0.043852522138516134,0.47411726842985435,0.6767689237582217,25.6,13113,90,0.503,85.40444694411501
2025-05-21 22:28:39.913,WT901BLE68(4F145CEDD531),0.505,0.702,0.551,-0.61,0.0,-0.061,51.6,-28.26,-114.65,-77.967,-39.233,3.15,-0.5614922937261406,-0.043852522138516134,0.47411726842985435,0.6767689237582217,25.6,13113,90,0.503,85.40444694411501
2025-05-21 22:28:39.980,WT901BLE68(4F145CEDD531),0.496,0.71,0.55,8.911,-0.854,-0.61,51.98,-28.34,-114.65,-77.967,-39.233,3.15,-0.5614922937261406,-0.043852522138516134,0.47411726842985435,0.6767689237582217,25.6,13113,90,0.503,85.40444694411501
2025-05-21 22:28:40.138,WT901BLE68(4F145CEDD531),0.489,0.707,0.543,1.953,-0.61,1.099,52.27,-28.48,-114.71,-77.967,-39.233,3.15,-0.5602189634634336,-0.04398305904016889,0.47909332114104836,0.6743068983270639,25.6,13113,90,0.503,85.02325551602034
2025-05-21 22:28:40.182,WT901BLE68(4F145CEDD531),0.488,0.709,0.542,-0.549,-0.122,0.366,52.31,-28.53,-114.8,-77.967,-39.233,3.15,-0.5602189634634336,-0.04398305904016889,0.47909332114104836,0.6743068983270639,25.6,13113,90,0.503,85.02325551602034
2025-05-21 22:28:40.338,WT901BLE68(4F145CEDD531),0.489,0.711,0.542,3.235,0.183,0.61,52.44,-28.54,-114.86,-78.0,-38.8,3.617,-0.5602189634634336,-0.04398305904016889,0.47909332114104836,0.6743068983270639,25.6,13113,90,0.603,85.02325551602034
2025-05-21 22:28:40.397,WT901BLE68(4F145CEDD531),0.49,0.708,0.541,2.869,-0.366,0.732,52.83,-28.67,-114.84,-78.0,-38.8,3.617,-0.5602189634634336,-0.04398305904016889,0.47909332114104836,0.6743068983270639,25.6,13113,90,0.603,85.02325551602034
2025-05-21 22:28:40.500,WT901BLE68(4F145CEDD531),0.499,0.716,0.536,1.831,-0.427,0.061,52.97,-28.71,-114.97,-78.0,-38.8,3.617,-0.5588754227307086,-0.045472882169431884,0.48529075877586364,0.6708825219824431,25.6,13113,90,0.873,84.50852095734881
2025-05-21 22:28:40.601,WT901BLE68(4F145CEDD531),0.496,0.709,0.529,2.075,-0.977,-0.305,53.26,-28.78,-115.07,-78.0,-38.8,3.617,-0.5588754227307086,-0.045472882169431884,0.48529075877586364,0.6708825219824431,25.6,13113,90,0.873,84.50852095734881
2025-05-21 22:28:40.698,WT901BLE68(4F145CEDD531),0.494,0.716,0.525,0.916,-0.549,-0.488,53.44,-28.81,-115.27,-78.45,-39.567,4.908,-0.5588754227307086,-0.045472882169431884,0.48529075877586364,0.6708825219824431,25.6,13113,90,0.873,84.50852095734881
2025-05-21 22:28:40.798,WT901BLE68(4F145CEDD531),0.493,0.716,0.524,1.526,-0.244,-0.244,53.6,-28.83,-115.36,-78.45,-39.567,4.908,-0.5588754227307086,-0.045472882169431884,0.48529075877586364,0.6708825219824431,25.6,13113,90,0.873,84.50852095734881
2025-05-21 22:28:40.901,WT901BLE68(4F145CEDD531),0.497,0.724,0.522,4.395,-2.563,-3.174,53.99,-28.85,-115.56,-78.45,-39.567,4.908,-0.554324222622605,-0.04886301668321723,0.4939004922091791,0.6681312487902291,25.6,13113,90,0.883,84.12110784126243
2025-05-21 22:28:41.130,WT901BLE68(4F145CEDD531),0.498,0.721,0.51,7.202,0.061,-0.793,54.72,-28.83,-115.76,-78.45,-39.567,4.908,-0.554324222622605,-0.04886301668321723,0.4939004922091791,0.6681312487902291,25.6,13113,90,0.883,84.12110784126243
2025-05-21 22:28:41.103,WT901BLE68(4F145CEDD531),0.487,0.734,0.5,8.545,-0.977,0.977,55.52,-28.91,-115.81,-78.317,-39.858,6.85,-0.554324222622605,-0.04886301668321723,0.4939004922091791,0.6681312487902291,25.6,13113,90,0.883,84.12110784126243
