time,DeviceName,AccX(g),AccY(g),AccZ(g),AsX(°/s),AsY(°/s),AsZ(°/s),AngleX(°),AngleY(°),AngleZ(°),HX(uT),HY(uT),HZ(uT),Q0(),Q1(),Q2(),Q3(),Temperature(°C),Version(),Battery level(%),Elapsed_sec,Beta (deg)
2025-05-21 22:29:11.613,WT901BLE68(4F145CEDD531),0.366,0.734,0.599,-7.202,7.202,1.587,51.58,-21.67,-88.3,-69.775,-29.725,-19.9,-0.6886143753958536,-0.18995224082183138,0.42299725861014015,0.5574959259162794,26.7,13113,100,1.999,72.16764784641815
2025-05-21 22:29:11.725,WT901BLE68(4F145CEDD531),0.367,0.736,0.604,-5.005,3.357,-0.854,50.83,-21.41,-87.81,-69.308,-26.508,-23.433,-0.6886143753958536,-0.18995224082183138,0.42299725861014015,0.5574959259162794,26.7,13113,100,1.999,72.16764784641815
2025-05-21 22:29:11.800,WT901BLE68(4F145CEDD531),0.359,0.716,0.624,-2.014,0.916,-1.16,50.37,-21.25,-87.67,-69.308,-26.508,-23.433,-0.6886143753958536,-0.18995224082183138,0.42299725861014015,0.5574959259162794,26.7,13113,100,1.999,72.16764784641815
2025-05-21 22:29:11.930,WT901BLE68(4F145CEDD531),0.351,0.727,0.623,-0.854,-1.587,-2.197,50.29,-21.08,-87.89,-69.308,-26.508,-23.433,-0.6939421725294574,-0.185708609817873,0.408618944381168,0.5630161025383107,26.7,13113,100,2.024,72.7194731952975
2025-05-21 22:29:11.994,WT901BLE68(4F145CEDD531),0.334,0.721,0.617,2.258,-0.183,-2.747,50.29,-20.86,-88.12,-69.308,-26.508,-23.433,-0.6939421725294574,-0.185708609817873,0.408618944381168,0.5630161025383107,26.7,13113,100,2.024,72.7194731952975
2025-05-21 22:29:12.132,WT901BLE68(4F145CEDD531),0.369,0.729,0.603,14.221,-4.333,-6.775,51.22,-20.64,-88.7,-68.483,-28.225,-22.092,-0.6939421725294574,-0.185708609817873,0.408618944381168,0.5630161025383107,26.7,13113,100,2.024,72.7194731952975
2025-05-21 22:29:12.204,WT901BLE68(4F145CEDD531),0.349,0.772,0.571,17.334,-7.385,-6.958,53.02,-20.45,-89.74,-68.483,-28.225,-22.092,-0.6939421725294574,-0.185708609817873,0.408618944381168,0.5630161025383107,26.7,13113,100,2.024,72.7194731952975
2025-05-21 22:29:12.335,WT901BLE68(4F145CEDD531),0.364,0.779,0.541,23.193,-8.24,3.662,55.34,-20.58,-90.56,-68.483,-28.225,-22.092,-0.666455184027498,-0.21318445338326522,0.44690029874456877,0.557377788847535,26.7,13113,100,2.024,73.27581619590352
2025-05-21 22:29:12.402,WT901BLE68(4F145CEDD531),0.358,0.8,0.508,26.794,-12.878,-8.301,58.33,-21.02,-92.13,-68.483,-28.225,-22.092,-0.666455184027498,-0.21318445338326522,0.44690029874456877,0.557377788847535,26.7,13113,100,2.024,73.27581619590352
2025-05-21 22:29:12.537,WT901BLE68(4F145CEDD531),0.346,0.813,0.457,22.644,-9.949,-12.878,61.23,-20.54,-93.89,-69.492,-35.933,-14.483,-0.666455184027498,-0.21318445338326522,0.44690029874456877,0.557377788847535,26.7,13113,100,2.024,73.27581619590352
2025-05-21 22:29:12.649,WT901BLE68(4F145CEDD531),0.353,0.878,0.412,18.372,-12.756,-12.024,63.76,-19.84,-95.78,-69.492,-35.933,-14.483,-0.666455184027498,-0.21318445338326522,0.44690029874456877,0.557377788847535,26.7,13113,100,2.024,73.27581619590352
2025-05-21 22:29:12.761,WT901BLE68(4F145CEDD531),0.324,0.872,0.381,13.977,-8.972,-2.808,65.63,-19.8,-97.08,-69.492,-35.933,-14.483,-0.6135697685862138,-0.2481260823169617,0.5014625023424857,0.5572261166667521,26.7,13113,100,2.049,75.17515324126087
2025-05-21 22:29:12.804,WT901BLE68(4F145CEDD531),0.317,0.869,0.375,11.841,-6.042,-5.188,67.14,-19.74,-97.84,-69.492,-35.933,-14.483,-0.6135697685862138,-0.2481260823169617,0.5014625023424857,0.5572261166667521,26.7,13113,100,2.049,75.17515324126087
2025-05-21 22:29:12.941,WT901BLE68(4F145CEDD531),0.314,0.875,0.337,18.799,-8.972,-9.399,68.98,-19.28,-98.93,-69.2,-41.75,-6.217,-0.6135697685862138,-0.2481260823169617,0.5014625023424857,0.5572261166667521,26.7,13113,100,2.049,75.17515324126087
2025-05-21 22:29:13.700,WT901BLE68(4F145CEDD531),0.334,0.879,0.307,38.757,-13.306,-11.108,72.45,-18.69,-100.52,-69.2,-41.75,-6.217,-0.6135697685862138,-0.2481260823169617,0.5014625023424857,0.5572261166667521,26.7,13113,100,2.049,75.17515324126087
2025-05-21 22:29:13.143,WT901BLE68(4F145CEDD531),0.338,0.961,0.201,30.09,-11.841,-3.418,76.39,-18.36,-102.26,-69.2,-41.75,-6.217,-0.5593682250904665,-0.2886897279546331,0.5619584020932811,0.5366266710194222,26.7,13113,100,2.049,75.08533602508042
2025-05-21 22:29:13.212,WT901BLE68(4F145CEDD531),0.327,0.993,0.186,5.432,-1.709,6.409,78.02,-18.84,-102.69,-69.2,-41.75,-6.217,-0.5593682250904665,-0.2886897279546331,0.5619584020932811,0.5366266710194222,26.7,13113,100,2.049,75.08533602508042
2025-05-21 22:29:13.345,WT901BLE68(4F145CEDD531),0.326,0.925,0.199,-7.324,3.052,3.906,77.58,-19.27,-102.4,-69.825,-44.858,0.817,-0.5593682250904665,-0.2886897279546331,0.5619584020932811,0.5366266710194222,26.7,13113,100,2.049,75.08533602508042
2025-05-21 22:29:13.413,WT901BLE68(4F145CEDD531),0.332,0.925,0.208,-6.592,5.188,4.7,76.6,-19.54,-101.73,-69.825,-44.858,0.817,-0.5593682250904665,-0.2886897279546331,0.5619584020932811,0.5366266710194222,26.7,13113,100,2.05,75.08533602508042
2025-05-21 22:29:13.528,WT901BLE68(4F145CEDD531),0.329,0.916,0.209,-3.296,3.357,2.014,75.98,-19.73,-101.2,-69.825,-44.858,0.817,-0.5759414225631613,-0.2808702006022987,0.553199786950926,0.5323282858415439,26.7,13113,100,2.099,74.00955458289019
2025-05-21 22:29:13.617,WT901BLE68(4F145CEDD531),0.343,0.923,0.223,0.061,-0.305,0.61,75.86,-19.77,-100.87,-69.825,-44.858,0.817,-0.5759414225631613,-0.2808702006022987,0.553199786950926,0.5323282858415439,26.7,13113,100,2.1,74.00955458289019
2025-05-21 22:29:13.728,WT901BLE68(4F145CEDD531),0.351,0.933,0.226,-3.357,-1.16,1.587,75.83,-19.82,-100.87,-70.075,-43.417,-1.158,-0.5759414225631613,-0.2808702006022987,0.553199786950926,0.5323282858415439,26.7,13113,100,2.1,74.00955458289019
2025-05-21 22:29:13.819,WT901BLE68(4F145CEDD531),0.346,0.923,0.236,-8.85,1.587,3.479,75.28,-20.08,-100.76,-70.075,-43.417,-1.158,-0.5759414225631613,-0.2808702006022987,0.553199786950926,0.5323282858415439,26.7,13113,100,2.1,74.00955458289019
2025-05-21 22:29:13.933,WT901BLE68(4F145CEDD531),0.335,0.905,0.253,-4.089,2.38,0.366,74.54,-20.19,-100.42,-70.075,-43.417,-1.158,-0.5841750805916581,-0.27366643408071223,0.546112794894191,0.534422092849961,26.7,13113,100,2.1,73.79950400406315
2025-05-21 22:29:14.210,WT901BLE68(4F145CEDD531),0.354,0.916,0.25,-1.892,-1.892,0.0,74.26,-20.22,-100.32,-70.075,-43.417,-1.158,-0.5841750805916581,-0.27366643408071223,0.546112794894191,0.534422092849961,26.7,13113,100,2.1,73.79950400406315
2025-05-21 22:29:14.134,WT901BLE68(4F145CEDD531),0.354,0.912,0.254,-1.038,-2.991,1.038,74.22,-20.37,-100.54,-70.183,-42.592,-3.175,-0.5841750805916581,-0.27366643408071223,0.546112794894191,0.534422092849961,26.7,13113,100,2.1,73.79950400406315
2025-05-21 22:29:14.225,WT901BLE68(4F145CEDD531),0.348,0.915,0.253,-2.319,0.793,1.831,74.14,-20.5,-100.51,-70.183,-42.592,-3.175,-0.5841750805916581,-0.27366643408071223,0.546112794894191,0.534422092849961,26.7,13113,100,2.1,73.79950400406315
2025-05-21 22:29:14.337,WT901BLE68(4F145CEDD531),0.346,0.908,0.261,-3.479,2.258,1.587,73.77,-20.63,-100.15,-70.183,-42.592,-3.175,-0.5891228614255984,-0.2686995491407445,0.5432795261099376,0.5343988800016682,26.7,13113,100,2.139,73.47481490975201
2025-05-21 22:29:14.426,WT901BLE68(4F145CEDD531),0.345,0.901,0.263,-2.38,1.343,0.671,73.43,-20.67,-99.84,-70.183,-42.592,-3.175,-0.5891228614255984,-0.2686995491407445,0.5432795261099376,0.5343988800016682,26.7,13113,100,2.14,73.47481490975201
2025-05-21 22:29:14.541,WT901BLE68(4F145CEDD531),0.352,0.903,0.266,-0.854,-1.16,0.427,73.28,-20.65,-99.74,-70.633,-41.625,-4.4,-0.5891228614255984,-0.2686995491407445,0.5432795261099376,0.5343988800016682,26.7,13113,100,2.14,73.47481490975201
2025-05-21 22:29:14.628,WT901BLE68(4F145CEDD531),0.358,0.904,0.269,-0.061,-2.258,-0.244,73.35,-20.68,-99.84,-70.633,-41.625,-4.4,-0.5891228614255984,-0.2686995491407445,0.5432795261099376,0.5343988800016682,26.7,13113,100,2.14,73.47481490975201
2025-05-21 22:29:14.741,WT901BLE68(4F145CEDD531),0.358,0.904,0.271,1.343,-0.916,-0.793,73.51,-20.67,-100.0,-70.633,-41.625,-4.4,-0.5883813512351858,-0.2687543202701518,0.5438789799766393,0.5345784844102465,26.7,13113,100,2.14,73.50128034126948
2025-05-21 22:29:14.831,WT901BLE68(4F145CEDD531),0.357,0.904,0.276,1.404,-0.549,-0.854,73.65,-20.63,-100.06,-70.633,-41.625,-4.4,-0.5883813512351858,-0.2687543202701518,0.5438789799766393,0.5345784844102465,26.7,13113,100,2.14,73.50128034126948
2025-05-21 22:29:14.944,WT901BLE68(4F145CEDD531),0.353,0.911,0.274,-0.366,-0.488,-0.427,73.71,-20.59,-100.13,-71.158,-42.117,-2.608,-0.5883813512351858,-0.2687543202701518,0.5438789799766393,0.5345784844102465,26.7,13113,100,2.14,73.50128034126948
2025-05-21 22:29:15.340,WT901BLE68(4F145CEDD531),0.339,0.909,0.28,-0.671,-0.122,-1.16,73.62,-20.55,-100.2,-71.158,-42.117,-2.608,-0.5883813512351858,-0.2687543202701518,0.5438789799766393,0.5345784844102465,26.7,13113,100,2.14,73.50128034126948
2025-05-21 22:29:15.146,WT901BLE68(4F145CEDD531),0.333,0.906,0.242,2.563,-4.944,-1.709,74.04,-20.47,-100.6,-71.158,-42.117,-2.608,-0.5813623321152371,-0.26979500448634797,0.5496205668161168,0.5358598015194597,26.7,13113,100,2.195,73.73204484971885
2025-05-21 22:29:15.235,WT901BLE68(4F145CEDD531),0.355,0.902,0.229,9.949,-7.019,-0.488,74.86,-20.5,-101.19,-71.158,-42.117,-2.608,-0.5813623321152371,-0.26979500448634797,0.5496205668161168,0.5358598015194597,26.7,13113,100,2.195,73.73204484971885
2025-05-21 22:29:15.348,WT901BLE68(4F145CEDD531),0.36,0.935,0.214,2.991,-6.714,0.977,75.64,-20.75,-101.84,-71.225,-42.567,-1.017,-0.5813623321152371,-0.26979500448634797,0.5496205668161168,0.5358598015194597,26.7,13113,100,2.195,73.73204484971885
2025-05-21 22:29:15.439,WT901BLE68(4F145CEDD531),0.351,0.913,0.202,3.967,-2.93,1.465,76.15,-21.02,-102.12,-71.225,-42.567,-1.017,-0.5813623321152371,-0.26979500448634797,0.5496205668161168,0.5358598015194597,26.7,13113,100,2.196,73.73204484971885
2025-05-21 22:29:15.552,WT901BLE68(4F145CEDD531),0.349,0.909,0.19,5.188,-0.244,0.183,76.69,-21.12,-102.05,-71.225,-42.567,-1.017,-0.5722759825544197,-0.2741872398590544,0.5676056889039774,0.5245429812834104,26.7,13113,100,2.196,72.58131089533798
2025-05-21 22:29:15.640,WT901BLE68(4F145CEDD531),0.348,0.902,0.191,10.437,-3.723,0.366,77.62,-21.26,-102.14,-71.225,-42.567,-1.017,-0.5722759825544197,-0.2741872398590544,0.5676056889039774,0.5245429812834104,26.7,13113,100,2.196,72.58131089533798
2025-05-21 22:29:15.754,WT901BLE68(4F145CEDD531),0.344,0.917,0.178,14.526,-8.118,-4.761,79.04,-21.06,-102.82,-71.308,-44.175,3.275,-0.5722759825544197,-0.2741872398590544,0.5676056889039774,0.5245429812834104,26.7,13113,100,2.196,72.58131089533798
2025-05-21 22:29:15.843,WT901BLE68(4F145CEDD531),0.377,0.908,0.15,21.667,-17.395,-7.813,81.39,-20.59,-104.3,-71.308,-44.175,3.275,-0.5722759825544197,-0.2741872398590544,0.5676056889039774,0.5245429812834104,26.7,13113,100,2.196,72.58131089533798
2025-05-21 22:29:15.956,WT901BLE68(4F145CEDD531),0.352,0.954,0.093,16.541,-15.93,-3.845,84.07,-20.1,-106.29,-71.308,-44.175,3.275,-0.5252388370603203,-0.29283607750805013,0.6128236457078,0.5126581463457132,26.7,13113,100,2.227,72.3706989087279
2025-05-21 22:29:16.230,WT901BLE68(4F145CEDD531),0.359,0.963,0.073,8.911,-5.005,2.441,85.56,-20.15,-107.27,-71.308,-44.175,3.275,-0.5252388370603203,-0.29283607750805013,0.6128236457078,0.5126581463457132,26.7,13113,100,2.227,72.3706989087279
2025-05-21 22:29:16.157,WT901BLE68(4F145CEDD531),0.355,0.941,0.063,2.38,4.333,0.427,86.08,-20.31,-107.23,-70.933,-45.733,10.05,-0.5252388370603203,-0.29283607750805013,0.6128236457078,0.5126581463457132,26.7,13113,100,2.227,72.3706989087279
2025-05-21 22:29:16.224,WT901BLE68(4F145CEDD531),0.345,0.94,0.049,2.014,8.24,-0.671,86.11,-20.28,-106.51,-70.933,-45.733,10.05,-0.5252388370603203,-0.29283607750805013,0.6128236457078,0.5126581463457132,26.7,13113,100,2.228,72.3706989087279
2025-05-21 22:29:16.361,WT901BLE68(4F145CEDD531),0.342,0.932,0.05,4.028,6.592,0.793,86.15,-20.27,-105.57,-70.933,-45.733,10.05,-0.532836812516818,-0.3076654818242883,0.612460819222002,0.4963049742231686,26.7,13113,100,2.228,71.45516452569635
2025-05-21 22:29:16.428,WT901BLE68(4F145CEDD531),0.342,0.94,0.053,3.845,5.31,1.831,86.35,-20.35,-104.85,-70.933,-45.733,10.05,-0.532836812516818,-0.3076654818242883,0.612460819222002,0.4963049742231686,26.7,13113,100,2.228,71.45516452569635
2025-05-21 22:29:16.565,WT901BLE68(4F145CEDD531),0.333,0.94,0.056,2.258,3.845,1.038,86.52,-20.44,-104.29,-71.392,-46.408,9.608,-0.532836812516818,-0.3076654818242883,0.612460819222002,0.4963049742231686,26.7,13113,100,2.228,71.45516452569635
2025-05-21 22:29:16.631,WT901BLE68(4F145CEDD531),0.337,0.936,0.052,1.282,2.075,-0.183,86.64,-20.39,-103.96,-71.392,-46.408,9.608,-0.532836812516818,-0.3076654818242883,0.612460819222002,0.4963049742231686,26.7,13113,100,2.228,71.45516452569635
2025-05-21 22:29:16.766,WT901BLE68(4F145CEDD531),0.34,0.94,0.043,2.93,1.404,-1.709,86.79,-20.21,-103.83,-71.392,-46.408,9.608,-0.5341498729266143,-0.3196278755449622,0.6127342678464326,0.48690723082923304,26.7,13113,100,2.253,71.24520329931886
2025-05-21 22:29:16.834,WT901BLE68(4F145CEDD531),0.33,0.933,0.031,9.277,-0.366,-3.296,87.45,-20.02,-103.88,-71.392,-46.408,9.608,-0.5341498729266143,-0.3196278755449622,0.6127342678464326,0.48690723082923304,26.7,13113,100,2.253,71.24520329931886
2025-05-21 22:29:16.970,WT901BLE68(4F145CEDD531),0.334,0.945,0.028,8.789,2.014,-4.456,88.29,-19.58,-103.8,-70.55,-46.925,11.442,-0.5341498729266143,-0.3196278755449622,0.6127342678464326,0.48690723082923304,26.7,13113,100,2.253,71.24520329931886
2025-05-21 22:29:17.350,WT901BLE68(4F145CEDD531),0.324,0.952,0.023,5.31,6.226,-4.456,88.82,-19.14,-103.35,-70.55,-46.925,11.442,-0.5341498729266143,-0.3196278755449622,0.6127342678464326,0.48690723082923304,26.7,13113,100,2.253,71.24520329931886
2025-05-21 22:29:17.171,WT901BLE68(4F145CEDD531),0.309,0.96,0.004,1.16,7.507,-1.953,88.82,-18.78,-102.64,-70.55,-46.925,11.442,-0.5309167615776469,-0.3429237446220899,0.6100322396676251,0.4779030908211086,26.7,13113,100,2.253,72.05981925287327
2025-05-21 22:29:17.238,WT901BLE68(4F145CEDD531),0.322,0.946,0.003,2.441,4.7,-1.038,88.78,-18.63,-102.16,-70.55,-46.925,11.442,-0.5309167615776469,-0.3429237446220899,0.6100322396676251,0.4779030908211086,26.7,13113,100,2.253,72.05981925287327
2025-05-21 22:29:17.373,WT901BLE68(4F145CEDD531),0.314,0.938,0.004,5.798,6.531,-0.549,89.14,-18.53,-101.72,-69.175,-47.858,11.417,-0.5309167615776469,-0.3429237446220899,0.6100322396676251,0.4779030908211086,26.7,13113,100,2.253,72.05981925287327
2025-05-21 22:29:17.441,WT901BLE68(4F145CEDD531),0.306,0.958,-0.001,4.211,6.958,2.014,89.43,-18.6,-100.98,-69.175,-47.858,11.417,-0.5309167615776469,-0.3429237446220899,0.6100322396676251,0.4779030908211086,26.7,13113,100,2.253,72.05981925287327
2025-05-21 22:29:17.554,WT901BLE68(4F145CEDD531),0.313,0.953,-0.002,-0.732,-0.183,2.502,89.53,-18.79,-100.68,-69.175,-47.858,11.417,-0.5350345181966334,-0.35122265942179,0.6101493642933608,0.4670101295466614,26.7,13113,100,2.297,71.51306739765522
2025-05-21 22:29:17.644,WT901BLE68(4F145CEDD531),0.325,0.946,-0.006,-3.235,-6.104,1.526,89.46,-18.97,-101.11,-69.175,-47.858,11.417,-0.5350345181966334,-0.35122265942179,0.6101493642933608,0.4670101295466614,26.7,13113,100,2.298,71.51306739765522
2025-05-21 22:29:17.755,WT901BLE68(4F145CEDD531),0.331,0.939,0.0,-2.563,-7.507,2.014,89.45,-19.08,-101.83,-69.9,-47.225,10.783,-0.5350345181966334,-0.35122265942179,0.6101493642933608,0.4670101295466614,26.7,13113,100,2.298,71.51306739765522
2025-05-21 22:29:17.845,WT901BLE68(4F145CEDD531),0.333,0.939,0.0,-2.258,-4.578,1.404,89.47,-19.22,-102.47,-69.9,-47.225,10.783,-0.5350345181966334,-0.35122265942179,0.6101493642933608,0.4670101295466614,26.7,13113,100,2.298,71.51306739765522
2025-05-21 22:29:17.960,WT901BLE68(4F145CEDD531),0.333,0.95,0.003,-0.549,-2.991,1.099,89.48,-19.33,-102.79,-69.9,-47.225,10.783,-0.5284940573327941,-0.338575412134257,0.6177081184046782,0.47381156815657377,26.7,13113,100,2.298,71.23190075517506
2025-05-21 22:29:18.500,WT901BLE68(4F145CEDD531),0.338,0.944,-0.0,-0.183,-1.709,0.61,89.54,-19.4,-103.02,-69.9,-47.225,10.783,-0.5284940573327941,-0.338575412134257,0.6177081184046782,0.47381156815657377,26.7,13113,100,2.298,71.23190075517506
2025-05-21 22:29:18.162,WT901BLE68(4F145CEDD531),0.333,0.94,0.0,0.305,-0.122,0.854,89.63,-19.47,-103.09,-69.933,-47.108,11.525,-0.5284940573327941,-0.338575412134257,0.6177081184046782,0.47381156815657377,26.7,13113,100,2.298,71.23190075517506
2025-05-21 22:29:18.252,WT901BLE68(4F145CEDD531),0.336,0.945,-0.001,1.038,1.282,0.0,89.67,-19.5,-102.99,-69.933,-47.108,11.525,-0.5284940573327941,-0.338575412134257,0.6177081184046782,0.47381156815657377,26.7,13113,100,2.298,71.23190075517506
2025-05-21 22:29:18.362,WT901BLE68(4F145CEDD531),0.334,0.94,-0.001,1.953,2.686,0.732,89.75,-19.54,-102.74,-69.933,-47.108,11.525,-0.5302791389613792,-0.34166521770286207,0.6181756264450009,0.46896461344515605,26.7,13113,100,2.341,70.93296681183276
2025-05-21 22:29:18.454,WT901BLE68(4F145CEDD531),0.337,0.942,0.0,2.625,2.38,0.122,89.87,-19.58,-102.49,-69.933,-47.108,11.525,-0.5302791389613792,-0.34166521770286207,0.6181756264450009,0.46896461344515605,26.7,13113,100,2.341,70.93296681183276
2025-05-21 22:29:18.566,WT901BLE68(4F145CEDD531),0.339,0.946,0.0,1.953,1.099,0.793,90.09,-19.62,-102.36,-70.442,-46.983,12.15,-0.5302791389613792,-0.34166521770286207,0.6181756264450009,0.46896461344515605,26.7,13113,100,2.341,70.93296681183276
2025-05-21 22:29:18.657,WT901BLE68(4F145CEDD531),0.34,0.942,-0.002,0.488,1.77,1.099,90.19,-19.73,-102.26,-70.442,-46.983,12.15,-0.5302791389613792,-0.34166521770286207,0.6181756264450009,0.46896461344515605,26.7,13113,100,2.341,70.93296681183276
2025-05-21 22:29:18.770,WT901BLE68(4F145CEDD531),0.339,0.938,-0.005,0.366,1.404,1.282,90.15,-19.86,-102.14,-70.442,-46.983,12.15,-0.5327841310848506,-0.34328199124577347,0.6189696522803314,0.46386971630670504,26.7,13113,100,2.342,70.49040450334309
2025-05-21 22:29:18.857,WT901BLE68(4F145CEDD531),0.326,0.941,-0.012,-0.61,2.686,0.122,90.11,-19.94,-102.05,-70.442,-46.983,12.15,-0.5327841310848506,-0.34328199124577347,0.6189696522803314,0.46386971630670504,26.7,13113,100,2.342,70.49040450334309
2025-05-21 22:29:18.971,WT901BLE68(4F145CEDD531),0.328,0.932,0.0,1.648,2.38,-1.16,89.99,-19.87,-101.81,-70.708,-47.217,11.667,-0.5327841310848506,-0.34328199124577347,0.6189696522803314,0.46386971630670504,26.7,13113,100,2.342,70.49040450334309
2025-05-21 22:29:19.640,WT901BLE68(4F145CEDD531),0.339,0.954,0.017,-0.732,0.366,-1.282,89.89,-19.72,-101.63,-70.708,-47.217,11.667,-0.5327841310848506,-0.34328199124577347,0.6189696522803314,0.46386971630670504,26.7,13113,100,2.342,70.49040450334309
2025-05-21 22:29:19.174,WT901BLE68(4F145CEDD531),0.339,0.963,0.012,-1.953,-3.235,0.977,89.75,-19.65,-101.95,-70.708,-47.217,11.667,-0.5328126215189587,-0.34023083067488447,0.6178078253608753,0.4676186300087276,26.7,13113,100,2.399,70.6613123274999
2025-05-21 22:29:19.264,WT901BLE68(4F145CEDD531),0.366,0.944,0.003,-4.211,-2.808,3.296,89.65,-19.91,-102.36,-70.708,-47.217,11.667,-0.5328126215189587,-0.34023083067488447,0.6178078253608753,0.4676186300087276,26.7,13113,100,2.399,70.6613123274999
2025-05-21 22:29:19.375,WT901BLE68(4F145CEDD531),0.362,0.941,0.028,-6.531,-2.075,3.174,89.27,-20.28,-102.67,-71.283,-45.942,10.4,-0.5328126215189587,-0.34023083067488447,0.6178078253608753,0.4676186300087276,26.7,13113,100,2.399,70.6613123274999
2025-05-21 22:29:19.466,WT901BLE68(4F145CEDD531),0.346,0.94,0.048,-8.484,-1.282,3.723,88.59,-20.6,-102.85,-71.283,-45.942,10.4,-0.5328126215189587,-0.34023083067488447,0.6178078253608753,0.4676186300087276,26.7,13113,100,2.399,70.6613123274999
2025-05-21 22:29:19.578,WT901BLE68(4F145CEDD531),0.376,0.958,0.044,-13.916,1.465,4.456,87.33,-20.93,-102.77,-71.283,-45.942,10.4,-0.5496783668565917,-0.31401620520871426,0.6055312492161672,0.4822648878976126,26.7,13113,100,2.399,70.26752646971221
2025-05-21 22:29:19.669,WT901BLE68(4F145CEDD531),0.381,0.942,0.072,-15.564,11.536,-0.671,85.63,-21.26,-102.23,-71.283,-45.942,10.4,-0.5496783668565917,-0.31401620520871426,0.6055312492161672,0.4822648878976126,26.7,13113,100,2.399,70.26752646971221
2025-05-21 22:29:19.789,WT901BLE68(4F145CEDD531),0.346,0.975,0.092,-13.733,22.949,0.549,83.53,-21.07,-100.17,-71.117,-44.775,3.383,-0.5496783668565917,-0.31401620520871426,0.6055312492161672,0.4822648878976126,26.7,13113,100,2.399,70.26752646971221
2025-05-21 22:29:19.875,WT901BLE68(4F145CEDD531),0.309,0.945,0.119,-16.541,22.461,-8.911,81.31,-20.54,-97.77,-71.117,-44.775,3.383,-0.5496783668565917,-0.31401620520871426,0.6055312492161672,0.4822648878976126,26.7,13113,100,2.399,70.26752646971221
2025-05-21 22:29:19.989,WT901BLE68(4F145CEDD531),0.342,0.907,0.152,-8.972,11.414,-5.798,79.6,-19.18,-96.22,-71.117,-44.775,3.383,-0.5848431012140117,-0.32795856194682543,0.551821232227355,0.4958780659307599,26.7,13113,100,2.803,72.95658471608263
2025-05-21 22:29:20.520,WT901BLE68(4F145CEDD531),0.349,0.937,0.165,-2.991,0.854,-0.061,79.29,-18.67,-96.1,-71.117,-44.775,3.383,-0.5848431012140117,-0.32795856194682543,0.551821232227355,0.4958780659307599,26.7,13113,100,2.803,72.95658471608263
2025-05-21 22:29:20.193,WT901BLE68(4F145CEDD531),0.345,0.943,0.173,-6.287,0.732,2.686,79.27,-19.04,-96.2,-69.325,-44.017,-0.242,-0.5848431012140117,-0.32795856194682543,0.551821232227355,0.4958780659307599,26.7,13113,100,2.803,72.95658471608263
2025-05-21 22:29:20.254,WT901BLE68(4F145CEDD531),0.332,0.954,0.178,-9.949,1.038,4.578,78.35,-19.48,-96.15,-69.325,-44.017,-0.242,-0.5848431012140117,-0.32795856194682543,0.551821232227355,0.4958780659307599,26.7,13113,100,2.903,72.95658471608263
2025-05-21 22:29:20.388,WT901BLE68(4F145CEDD531),0.325,0.919,0.194,-11.597,5.249,-3.601,77.24,-19.46,-95.88,-69.325,-44.017,-0.242,-0.5848431012140117,-0.32795856194682543,0.551821232227355,0.4958780659307599,26.7,13113,100,2.903,72.95658471608263
2025-05-21 22:29:20.456,WT901BLE68(4F145CEDD531),0.323,0.926,0.207,-10.864,3.052,-2.136,76.12,-18.96,-95.66,-69.325,-44.017,-0.242,-0.5966036287427177,-0.31203281849942227,0.5377893277397017,0.5074271073953459,26.7,13113,100,2.903,73.12369327897484
2025-05-21 22:29:20.595,WT901BLE68(4F145CEDD531),0.345,0.906,0.214,-2.441,-6.165,1.038,75.69,-19.02,-95.99,-69.325,-44.017,-0.242,-0.5966036287427177,-0.31203281849942227,0.5377893277397017,0.5074271073953459,26.7,13113,100,2.903,73.12369327897484
2025-05-21 22:29:20.657,WT901BLE68(4F145CEDD531),0.356,0.913,0.199,6.958,-11.963,0.977,76.43,-19.45,-97.04,-69.117,-43.8,-2.892,-0.5966036287427177,-0.31203281849942227,0.5377893277397017,0.5074271073953459,26.7,13113,100,2.903,73.12369327897484
2025-05-21 22:29:20.794,WT901BLE68(4F145CEDD531),0.361,0.902,0.176,12.207,-14.709,1.343,77.94,-19.82,-98.44,-69.117,-43.8,-2.892,-0.5966036287427177,-0.31203281849942227,0.5377893277397017,0.5074271073953459,26.7,13113,100,2.883,73.12369327897484
2025-05-21 22:29:20.863,WT901BLE68(4F145CEDD531),0.387,0.924,0.145,18.372,-17.7,4.7,80.13,-20.45,-100.13,-69.117,-43.8,-2.892,-0.5710393195673757,-0.30247553036960556,0.5729394171263993,0.5041458849762797,26.7,13113,100,2.883,72.01964061207845
2025-05-21 22:29:20.996,WT901BLE68(4F145CEDD531),0.368,0.931,0.108,16.724,-11.169,2.991,82.37,-21.1,-101.6,-69.117,-43.8,-2.892,-0.5710393195673757,-0.30247553036960556,0.5729394171263993,0.5041458849762797,26.7,13113,100,2.893,72.01964061207845
2025-05-21 22:29:21.630,WT901BLE68(4F145CEDD531),0.356,0.929,0.092,16.296,-6.287,0.61,84.28,-21.47,-102.44,-71.617,-44.425,5.217,-0.5710393195673757,-0.30247553036960556,0.5729394171263993,0.5041458849762797,26.7,13113,100,2.893,72.01964061207845
