quarter,total_events,max_lean,avg_lean_angle,quarter_score
Q1,1,45.33699115953947,45.33699115953947,21.994513260690788
Q2,0,0.0,0.0,100.0
Q3,0,0.0,0.0,100.0
Q4,1,47.71003803453947,47.71003803453947,18.43494294819079
