start_time,end_time,duration_sec,max_lean_angle
2025-05-29 23:56:23.964,2025-05-29 23:56:41.052,17.088,45.33699115953947
2025-05-29 23:57:37.734,2025-05-29 23:57:58.923,21.189,47.71003803453947
