timestamp,ax (m/s^2),ay (m/s^2),az (m/s^2),wx (deg/s),wy (deg/s),wz (deg/s),roll (deg),pitch (deg),yaw (deg)
2025-05-30 00:20:31.221,7.718457031250001,-2.6509765625000004,5.6177734375,0.54931640625,-1.77001953125,0.3662109375,-25.037841796875,-52.20703125,-87.4017333984375
2025-05-30 00:20:31.434,7.8524414062500005,-2.6318359375,5.5555664062500005,3.47900390625,-4.2724609375,-2.62451171875,-24.71923828125,-52.503662109375,-87.396240234375
2025-05-30 00:20:31.565,7.7615234375,-2.52177734375,5.47421875,-1.28173828125,7.87353515625,-1.40380859375,-24.1644287109375,-52.2454833984375,-88.0609130859375
2025-05-30 00:20:31.670,7.775878906250001,-2.41650390625,5.565136718750001,0.54931640625,-2.86865234375,0.06103515625,-23.8458251953125,-52.152099609375,-88.6376953125
2025-05-30 00:20:31.791,7.64189453125,-2.392578125,5.608203125,15.9912109375,-13.427734375,-2.0751953125,-23.5382080078125,-53.3770751953125,-87.82470703125
2025-05-30 00:20:31.910,8.2974609375,-1.9427734375,5.187109375,21.91162109375,-17.76123046875,-5.92041015625,-21.4068603515625,-55.48095703125,-87.29736328125
2025-05-30 00:20:32.031,8.24482421875,-1.7465820312500002,5.062695312500001,-8.4228515625,6.2255859375,-0.732421875,-20.2423095703125,-56.1016845703125,-87.703857421875
2025-05-30 00:20:32.151,8.3166015625,-1.9427734375,5.33544921875,-1.8310546875,6.591796875,2.50244140625,-20.3192138671875,-55.5633544921875,-87.703857421875
2025-05-30 00:20:32.271,7.823730468750001,-1.435546875,5.33544921875,9.1552734375,3.173828125,2.01416015625,-20.401611328125,-54.9755859375,-87.5390625
2025-05-30 00:20:32.390,8.240039062500001,-2.086328125,5.43115234375,-1.28173828125,-1.28173828125,-0.48828125,-20.7366943359375,-55.3216552734375,-86.978759765625
2025-05-30 00:20:32.855,8.53671875,-1.8135742187500001,4.95263671875,8.4228515625,-7.38525390625,2.685546875,-20.203857421875,-58.040771484375,-85.05615234375
2025-05-30 00:20:32.961,8.53193359375,-1.4546875000000001,4.7660156250000005,12.3291015625,-5.126953125,4.21142578125,-19.4677734375,-58.8262939453125,-83.7762451171875
