timestamp,ax (m/s^2),ay (m/s^2),az (m/s^2),wx (deg/s),wy (deg/s),wz (deg/s),roll (deg),pitch (deg),yaw (deg)
2025-05-30 10:14:42.243,9.287988281250001,-0.019140625,3.2921875000000003,1.3427734375,-2.86865234375,2.62451171875,-9.041748046875,-70.9661865234375,53.953857421875
2025-05-30 10:14:42.483,9.42197265625,-0.59814453125,2.928515625,13.12255859375,1.77001953125,3.11279296875,-9.2724609375,-72.7899169921875,57.041015625
2025-05-30 10:14:42.603,9.287988281250001,-0.33017578125,3.043359375,1.0986328125,4.2724609375,-1.953125,-8.4649658203125,-72.0208740234375,57.1783447265625
2025-05-30 10:14:42.723,9.30234375,-0.21054687500000002,3.0098632812500004,-1.40380859375,-8.11767578125,-4.8828125,-7.3883056640625,-72.0648193359375,55.7501220703125
2025-05-30 10:14:42.843,9.4650390625,-0.1244140625,2.85673828125,-6.34765625,1.708984375,-4.638671875,-6.317138671875,-72.6361083984375,54.052734375
2025-05-30 10:14:42.963,9.311914062500001,-0.18183593750000002,2.94765625,-4.638671875,-1.03759765625,-1.953125,-5.5645751953125,-72.509765625,52.36083984375
2025-05-30 10:14:43.083,9.479394531250001,-0.10527343750000001,3.0146484375,-2.50244140625,1.220703125,-1.15966796875,-5.4437255859375,-72.5701904296875,51.7620849609375
2025-05-30 10:14:43.203,9.30712890625,-0.0861328125,2.966796875,2.13623046875,-2.3193359375,1.89208984375,-5.6524658203125,-72.476806640625,51.9598388671875
2025-05-30 10:14:43.323,9.45068359375,0.0861328125,2.851953125,-2.9296875,-1.64794921875,-0.06103515625,-5.9271240234375,-72.6800537109375,52.2344970703125
2025-05-30 10:14:43.443,9.29755859375,-0.06699218750000001,2.89501953125,-17.7001953125,0.8544921875,-5.9814453125,-5.7568359375,-73.037109375,51.2127685546875
2025-05-30 10:14:43.563,9.436328125000001,-0.6125,3.0529296875000003,-36.19384765625,10.92529296875,-8.23974609375,-6.61376953125,-71.575927734375,48.7188720703125
2025-05-30 10:14:43.682,8.78076171875,-0.8469726562500001,3.1342773437500004,-29.1748046875,5.2490234375,-4.33349609375,-8.45947265625,-70.68603515625,46.0107421875
2025-05-30 10:14:43.803,9.383691406250001,-0.16748046875,2.48828125,-36.2548828125,-12.5732421875,-11.41357421875,-10.8984375,-71.861572265625,44.9066162109375
2025-05-30 10:14:43.923,8.618066406250001,0.095703125,3.7802734375000004,5.126953125,31.67724609375,-1.8310546875,-7.8607177734375,-70.8343505859375,39.9737548828125
2025-05-30 10:14:44.042,9.2353515625,0.5311523437500001,2.2394531250000003,-31.18896484375,-18.4326171875,-10.009765625,-7.4322509765625,-73.7896728515625,37.6556396484375
